WERKS,BANFN,BNFPO,MATNR,MATKL,MENGE,MEINS,NETPR,PEINH,BADAT,FRGDT,LOEKZ,ERNAM,PERNR,EBELN,EBELP,LAND1
IN10,1005467,3,32003616,ZELA,89,L,231,EUR,2023-05-04,2023-05-15, ,81236092,70768553,865380,2,IN
JP11,1005398,2,98147568,MPLF,82,L,996,EUR,2023-04-20,2023-04-25, ,17850787,40601709,390508,1,JP
US10,1005407,1,24242928,COLA,73,KG,321,EUR,2023-04-21,2023-04-25, ,85622579,22179495,934841,3,US
IN10,1005424,1,89034752,MPLF,79,PCS,726,EUR,2023-05-01,2023-05-10,x,99118836,49826393,608342,3,IN
JP11,1005427,1,87079640,MPLF,57,KG,332,EUR,2023-04-24,2023-05-01,x,29640411,49784073,776507,4,JP
JP11,1005419,2,83863032,ZUFN,66,G,263,EUR,2023-05-04,2023-05-09,x,72770444,92217720,776507,3,JP
JP11,1005411,2,26230416,ZELA,48,PCS,190,EUR,2023-04-21,2023-05-01, ,76772728,49784073,776507,2,JP
JP11,1005411,1,93159896,MPLF,15,PCS,159,EUR,2023-04-21,2023-05-01, ,76772728,40601709,776507,1,JP
JP11,1005437,3,76304544,ZUFN,32,PCS,692,EUR,2023-04-24,2023-04-28, ,20910031,92217720,161476,5,JP
JP11,1005427,4,32003616,ZELA,30,L,231,EUR,2023-04-24,2023-05-01, ,29640411,49784073,776507,5,JP
JP11,1005432,2,86662444,MPLF,48,KG,447,EUR,2023-04-24,2023-04-28, ,73893399,40601709,161476,4,JP
JP11,1005426,1,54753968,PYTF,38,PCS,13,EUR,2023-04-24,2023-04-28, ,62124290,59231227,161476,2,JP
JP11,1005437,1,24242928,COLA,73,KG,321,EUR,2023-04-24,2023-04-27, ,20910031,33607135,389247,7,JP
CN10,1005450,1,21595928,COLA,58,PCS,83,EUR,2023-04-25,2023-05-02, ,42143962,23246292,150191,2,CN
JP11,1005426,2,62792440,UDF3,3,PCS,124,EUR,2023-04-24,2023-04-27, ,62124290,79246109,389247,5,JP
DE10,1005499,1,93159896,MPLF,21,PCS,159,EUR,2023-05-02,2023-05-04, ,82887724,47656838,376135,3,DE
JP11,1005438,1,88903632,MPLF,46,PCS,880,EUR,2023-04-24,2023-05-01, ,31759289,40601709,776507,6,JP
CN10,1005415,1,85602600,ZUFN,58,L,361,EUR,2023-04-24,2023-04-28, ,39024132,23344986,704825,3,CN
CN10,1005429,1,83863032,ZUFN,96,G,263,EUR,2023-04-24,2023-05-01, ,52814908,23344986,867002,1,CN
CN10,1005449,2,85602600,ZUFN,55,L,361,EUR,2023-04-25,2023-05-01, ,46360074,23344986,867002,2,CN
JP11,1005471,1,44401842,EDSA,69,PCS,207,EUR,2023-04-28,2023-05-04, ,76772728,59231227,298767,3,JP
JP11,1005481,2,75990376,ZUFN,28,PCS,499,EUR,2023-05-01,2023-05-03, ,59668383,31978720,587350,6,JP
JP11,1005439,1,93159896,MPLF,22,PCS,159,EUR,2023-04-24,2023-05-01, ,39937440,40601709,776507,7,JP
CN10,1005449,1,64963528,UDF3,27,KG,702,EUR,2023-05-01,2023-05-08, ,46360074,71417158,150191,1,CN
JP11,1005471,3,85602600,ZUFN,15,L,361,EUR,2023-04-28,2023-05-02, ,76772728,33607135,586916,3,JP
JP11,1005455,1,88903632,MPLF,81,PCS,880,EUR,2023-04-26,2023-05-02, ,91423732,40601709,586916,2,JP
JP11,1005471,2,89034752,MPLF,88,PCS,726,EUR,2023-04-28,2023-05-03, ,76772728,40601709,587350,3,JP
JP11,1005410,1,53640144,PYTF,64,PCS,488,EUR,2023-04-21,2023-04-28, ,72770444,70110687,161476,1,JP
DE10,1005387,3,26857600,ZELA,77,PCS,453,EUR,2023-04-19,2023-04-27, ,40138709,79833202,767156,1,DE
DE10,1005386,1,89034752,MPLF,18,PCS,726,EUR,2023-04-19,2023-04-25, ,42114537,47656838,587931,2,DE
BR10,1005441,1,24567712,COLA,10,PCS,689,EUR,2023-04-24,2023-05-01, ,44849531,53251766,837884,1,BR
DE10,1005497,2,58200280,UDF3,41,PCS,335,EUR,2023-05-02,2023-05-04, ,43449637,59321219,376135,2,DE
BR10,1005446,1,36128224,EDSA,46,PCS,711,EUR,2023-04-25,2023-04-28, ,66856933,84141246,432736,4,BR
BR10,1005434,1,88346328,MPLF,45,KG,618,EUR,2023-04-24,2023-04-28,x,90458627,32008687,432736,2,BR
BR10,1005446,2,44401842,EDSA,58,PCS,207,EUR,2023-04-25,2023-04-27, ,66856933,84141246,871421,2,BR
CN10,1005405,2,98151444,MPLF,9,PCS,916,EUR,2023-04-24,2023-05-03, ,54869167,20837115,828768,1,CN
CN10,1005428,3,76304544,ZUFN,9,PCS,692,EUR,2023-04-24,2023-04-25, ,92957419,23344986,770448,3,CN
DE10,1005430,1,88903632,MPLF,73,PCS,880,EUR,2023-04-24,2023-04-27, ,71889081,47656838,767156,3,DE
BR10,1005446,3,87079640,MPLF,82,KG,332,EUR,2023-04-25,2023-04-28, ,66856933,32008687,432736,5,BR
DE10,1005387,2,58890322,UDF3,32,PCS,813,EUR,2023-04-19,2023-04-28, ,40138709,59321219,792350,2,DE
DE10,1005465,1,88797376,MPLF,57,PCS,6,EUR,2023-04-28,2023-05-03, ,94707170,58569539,209421,3,DE
DE10,1005468,2,48705128,PYTF,5,KG,799,EUR,2023-04-28,2023-05-02, ,44353110,68613813,411985,3,DE
DE10,1005466,1,25235624,COLA,75,L,640,EUR,2023-04-28,2023-05-02, ,84255691,63821277,411985,2,DE
CN10,1005405,1,24567712,COLA,18,PCS,689,EUR,2023-04-21,2023-04-28, ,54869167,23246292,704825,1,CN
DE10,1005468,1,43678400,EDSA,85,PCS,115,EUR,2023-04-28,2023-05-01, ,44353110,58569539,301507,3,DE
DE10,1005460,2,88797376,MPLF,12,PCS,6,EUR,2023-04-27,2023-05-01, ,79833202,47656838,301507,2,DE
DE10,1005460,1,37238104,EDSA,99,PCS,320,EUR,2023-04-27,2023-05-01, ,79833202,58569539,301507,1,DE
DE10,1005436,2,87079640,MPLF,47,KG,332,EUR,2023-04-24,2023-04-28, ,94707170,47656838,792350,5,DE
DE10,1005409,1,50191792,PYTF,87,KG,545,EUR,2023-04-21,2023-04-28, ,97782265,68613813,792350,4,DE
DE10,1005404,2,78949416,ZUFN,21,PCS,991,EUR,2023-04-21,2023-05-02, ,42114537,65550769,411985,1,DE
BR10,1005505,1,97625203,MPLF,80,KG,554,EUR,2023-05-03,2023-05-09, ,97040471,32008687,797215,2,BR
BR10,1005534,1,88346328,MPLF,71,KG,618,EUR,2023-05-08,2023-05-09, ,70768553,32008687,797215,4,BR
BR10,1005457,2,79697072,ZUFN,30,PCS,710,EUR,2023-04-27,2023-05-03, ,11490609,24642678,139211,2,BR
DE10,1005504,2,85602600,ZUFN,83,L,361,EUR,2023-05-03,2023-05-08, ,19844160,65550769,305197,4,DE
BR10,1005525,2,88903632,MPLF,96,PCS,880,EUR,2023-05-08,2023-05-10, ,58010517,32008687,457789,4,BR
DE10,1005476,2,90455123,MPLF,73,PCS,437,EUR,2023-05-01,2023-05-09, ,35695942,47656838,505396,2,DE
DE10,1005527,1,93159896,MPLF,31,PCS,159,EUR,2023-05-11,2023-05-15, ,35471099,47656838,640917,3,DE
BR10,1005525,1,87079640,MPLF,29,KG,332,EUR,2023-05-08,2023-05-10, ,58010517,32008687,457789,3,BR
BR10,1005562,1,88346328,MPLF,36,KG,618,EUR,2023-05-09,2023-05-11, ,16949366,32008687,113287,5,BR
BR10,1005498,3,74349496,UDF3,58,KG,341,EUR,2023-05-02,2023-05-08, ,65550769,89359211,207251,2,BR
JP11,1005541,3,26857600,ZELA,9,PCS,453,EUR,2023-05-08,2023-05-10, ,75223703,49784073,202723,2,JP
JP11,1005510,2,56389144,UDF3,62,PCS,119,EUR,2023-05-03,2023-05-10,x,18941594,79246109,202723,1,JP
DE10,1005476,1,86457056,MPLF,89,PCS,159,EUR,2023-05-01,2023-05-02, ,35695942,47656838,411985,4,DE
DE10,1005436,1,22818912,COLA,14,KG,636,EUR,2023-04-24,2023-05-03, ,94707170,63821277,209421,2,DE
DE10,1005466,2,84480424,ZUFN,68,G,136,EUR,2023-04-28,2023-05-03, ,84255691,65550769,209421,4,DE
DE10,1005504,1,90455123,MPLF,77,PCS,437,EUR,2023-05-03,2023-05-05, ,19844160,47656838,801452,1,DE
DE10,1005497,3,82809960,ZUFN,90,L,435,EUR,2023-05-02,2023-05-08, ,43449637,65550769,305197,2,DE
IN10,1005467,1,48248768,PYTF,29,PCS,693,EUR,2023-04-28,2023-05-04, ,81236092,98019339,878380,2,IN
IN10,1005467,2,51088568,PYTF,23,PCS,234,EUR,2023-04-28,2023-05-04,x,81236092,87940829,878380,3,IN
IN10,1005474,1,86662444,MPLF,75,KG,447,EUR,2023-04-28,2023-05-04, ,43287891,49826393,878380,4,IN
IN10,1005459,3,26230416,ZELA,52,PCS,190,EUR,2023-04-27,2023-05-05,x,61546081,86162838,727783,1,IN
IN10,1005484,1,82809960,ZUFN,10,L,435,EUR,2023-05-01,2023-05-08,x,70110687,44488029,976339,1,IN
IN10,1005552,2,24242928,COLA,25,KG,321,EUR,2023-05-08,2023-05-10,x,68151316,30090592,279698,4,IN
BR10,1005505,3,78949416,ZUFN,16,PCS,991,EUR,2023-05-03,2023-05-05, ,97040471,24642678,428285,3,BR
BR10,1005469,1,88346328,MPLF,63,KG,618,EUR,2023-04-28,2023-05-08, ,23750852,32008687,207251,1,BR
DE10,1005468,3,67221888,UDF3,87,KG,193,EUR,2023-04-28,2023-05-08, ,44353110,59321219,305197,1,DE
US10,1005480,1,24567712,COLA,14,PCS,689,EUR,2023-05-01,2023-05-08, ,27921440,22179495,125804,1,US
JP11,1005500,1,43678400,EDSA,23,PCS,115,EUR,2023-05-02,2023-05-08, ,44517918,59231227,494674,2,JP
US10,1005501,2,88903632,MPLF,19,PCS,880,EUR,2023-05-02,2023-05-05, ,39844730,81552979,878967,5,US
US10,1005489,1,69909608,UDF3,2,PCS,990,EUR,2023-05-01,2023-05-05, ,25707325,40424932,878967,4,US
US10,1005486,2,82809960,ZUFN,94,L,435,EUR,2023-05-01,2023-05-04, ,47541422,88510487,710114,6,US
CN10,1005428,1,89034752,MPLF,80,PCS,726,EUR,2023-05-01,2023-05-05, ,92957419,20837115,805158,1,CN
US10,1005461,1,45841032,EDSA,41,PCS,603,EUR,2023-04-27,2023-05-04, ,23818469,23329589,710114,1,US
JP11,1005475,2,88903632,MPLF,13,PCS,880,EUR,2023-05-01,2023-05-05,x,17727339,40601709,233414,1,JP
JP11,1005503,3,56389144,UDF3,48,PCS,119,EUR,2023-05-03,2023-05-04, ,97011465,79246109,298767,6,JP
JP11,1005455,3,69579592,UDF3,92,L,124,EUR,2023-04-26,2023-05-04, ,91423732,92217720,298767,2,JP
JP11,1005475,3,75990376,ZUFN,64,PCS,499,EUR,2023-05-01,2023-05-03, ,17727339,92217720,587350,5,JP
JP11,1005475,1,43678400,EDSA,19,PCS,115,EUR,2023-05-01,2023-05-03, ,17727339,40601709,587350,4,JP
JP11,1005426,3,77128608,ZUFN,29,PCS,606,EUR,2023-04-24,2023-05-03, ,62124290,92217720,587350,1,JP
JP11,1005445,1,75904608,ZUFN,69,PCS,544,EUR,2023-04-25,2023-05-02, ,18351645,92217720,586916,1,JP
US10,1005423,1,75603272,ZUFN,82,PCS,320,EUR,2023-04-24,2023-05-02, ,82040060,88510487,367391,1,US
US10,1005447,2,87079640,MPLF,24,KG,332,EUR,2023-04-25,2023-05-03, ,20065736,81552979,425178,1,US
JP11,1005503,1,45013285,EDSA,22,KG,543,EUR,2023-05-03,2023-05-08, ,97011465,59231227,494674,3,JP
US10,1005453,2,88797376,MPLF,92,PCS,6,EUR,2023-04-26,2023-05-03, ,27204519,81552979,425178,2,US
US10,1005492,1,97625203,MPLF,65,KG,554,EUR,2023-05-01,2023-05-03, ,21310337,81552979,425178,4,US
JP11,1005551,1,25235624,COLA,31,L,640,EUR,2023-05-08,2023-05-09, ,29599239,33607135,451650,3,JP
US10,1005572,1,89034752,MPLF,79,PCS,726,EUR,2023-05-10,2023-05-11, ,56516420,81552979,502772,11,US
CN10,1005483,2,28148584,ZELA,16,PCS,778,EUR,2023-05-01,2023-05-05, ,33607135,93048219,817037,2,CN
CN10,1005496,1,89034752,MPLF,65,PCS,726,EUR,2023-05-02,2023-05-05, ,64195864,20837115,817037,4,CN
US10,1005532,1,88797376,MPLF,99,PCS,6,EUR,2023-05-08,2023-05-11, ,40836156,81552979,502772,3,US
US10,1005550,3,58774200,UDF3,82,KG,934,EUR,2023-05-08,2023-05-10, ,23818469,40424932,249946,8,US
CN10,1005556,3,79697072,ZUFN,44,PCS,710,EUR,2023-05-09,2023-05-11, ,63339019,23344986,945917,6,CN
CN10,1005473,1,47961168,PYTF,88,PCS,555,EUR,2023-04-28,2023-05-08, ,15775531,12948061,749479,1,CN
CN10,1005513,1,86662444,MPLF,96,KG,447,EUR,2023-05-04,2023-05-11, ,81226330,20837115,945917,2,CN
US10,1005518,1,22818912,COLA,88,KG,636,EUR,2023-05-04,2023-05-10, ,13848588,22179495,249946,2,US
US10,1005509,1,98147568,MPLF,22,L,996,EUR,2023-05-03,2023-05-08, ,15618210,81552979,125804,4,US
CN10,1005512,1,84480424,ZUFN,69,G,136,EUR,2023-05-03,2023-05-10, ,66775960,48148862,908135,1,CN
CN10,1005517,1,84480424,ZUFN,74,G,136,EUR,2023-05-04,2023-05-09, ,90107912,23246292,517572,5,CN
US10,1005501,1,86457056,MPLF,48,PCS,159,EUR,2023-05-02,2023-05-08, ,39844730,81552979,125804,3,US
US10,1005492,2,82809960,ZUFN,97,L,435,EUR,2023-05-01,2023-05-08, ,21310337,88510487,125804,2,US
CN10,1005478,1,88903632,MPLF,57,PCS,880,EUR,2023-05-01,2023-05-09, ,18367406,20837115,517572,1,CN
CN10,1005493,3,68338888,UDF3,74,PCS,167,EUR,2023-05-01,2023-05-08, ,83083032,71417158,749479,4,CN
CN10,1005566,1,77128608,ZUFN,43,PCS,606,EUR,2023-05-10,2023-05-15, ,73651097,23344986,331009,5,CN
IN10,1005485,1,24567712,COLA,12,PCS,689,EUR,2023-05-01,2023-05-10, ,99603522,30090592,279698,1,IN
CN10,1005538,1,19816724,COLA,54,PCS,521,EUR,2023-05-08,2023-05-15, ,22189465,23246292,331009,4,CN
CN10,1005536,1,86457056,MPLF,99,PCS,159,EUR,2023-05-08,2023-05-15,x,47020125,20837115,331009,1,CN
CN10,1005574,4,82207928,ZUFN,23,KG,441,EUR,2023-05-15,2023-05-18, ,17858513,23344986,869784,4,CN
CN10,1005574,2,98151444,MPLF,33,PCS,916,EUR,2023-05-10,2023-05-11, ,17858513,20837115,945917,7,CN
CN10,1005537,1,25235624,COLA,42,L,640,EUR,2023-05-18,2023-05-29, ,23414890,23246292,945917,4,CN
CN10,1005520,1,26230416,ZELA,42,PCS,190,EUR,2023-05-12,2023-05-19,x,13767644,93048219,945917,3,CN
CN10,1005472,2,56831936,UDF3,4,G,964,EUR,2023-04-28,2023-05-11,x,25521185,71417158,945917,1,CN
CN10,1005555,1,93159896,MPLF,7,PCS,159,EUR,2023-05-09,2023-05-10, ,25639195,20837115,908135,3,CN
IN10,1005571,1,22818912,COLA,58,KG,636,EUR,2023-05-10,2023-05-11, ,88994835,30090592,549130,2,IN
IN10,1005552,1,20667944,COLA,99,KG,463,EUR,2023-05-08,2023-05-12, ,68151316,30090592,885292,2,IN
IN10,1005557,1,21595928,COLA,11,PCS,83,EUR,2023-05-09,2023-05-15, ,51619782,30090592,116068,2,IN
CN10,1005569,1,37238104,EDSA,92,PCS,320,EUR,2023-05-10,2023-05-16,x,64195864,49485597,498918,1,CN
IN10,1005600,2,88346328,MPLF,38,KG,618,EUR,2023-05-15,2023-05-16, ,61546081,30090592,793002,3,IN
CN10,1005493,1,86457056,MPLF,51,PCS,159,EUR,2023-05-01,2023-05-09, ,83083032,20837115,517572,3,CN
CN10,1005536,2,98151444,MPLF,87,PCS,916,EUR,2023-05-08,2023-05-15, ,47020125,20837115,331009,2,CN
JP11,1005514,1,22818912,COLA,64,KG,636,EUR,2023-05-04,2023-05-11,x,96959015,33607135,907507,1,JP
US10,1005549,2,83863032,ZUFN,30,G,263,EUR,2023-05-08,2023-05-11, ,42978120,88510487,502772,8,US
US10,1005542,1,25150904,COLA,74,PCS,976,EUR,2023-05-08,2023-05-12, ,16116408,22179495,598360,3,US
DE10,1005608,1,21595928,COLA,7,PCS,83,EUR,2023-05-15,2023-05-18, ,34906201,63821277,255476,1,DE
DE10,1005607,3,28348643,ZELA,99,PCS,684,EUR,2023-05-19,2023-05-29, ,49781629,79833202,329189,2,DE
US10,1005526,1,24567712,COLA,75,PCS,689,EUR,2023-05-08,2023-05-11, ,41977120,22179495,502772,2,US
BR10,1005589,1,97625203,MPLF,20,KG,554,EUR,2023-05-12,2023-05-15,x,87519661,32008687,309246,4,BR
BR10,1005530,2,88797376,MPLF,66,PCS,6,EUR,2023-05-08,2023-05-16, ,28957791,32008687,396167,2,BR
BR10,1005583,2,88797376,MPLF,61,PCS,6,EUR,2023-05-12,2023-05-16, ,33718300,32008687,396167,6,BR
BR10,1005590,1,87079640,MPLF,35,KG,332,EUR,2023-05-12,2023-05-16, ,66856933,32008687,396167,7,BR
BR10,1005584,2,32069368,ZELA,44,PCS,428,EUR,2023-05-12,2023-05-17, ,41922364,26906049,626177,3,BR
BR10,1005585,1,86457056,MPLF,50,PCS,159,EUR,2023-05-12,2023-05-17, ,77140131,32008687,626177,4,BR
US10,1005526,4,29156488,ZELA,23,PCS,374,EUR,2023-05-08,2023-05-10, ,41977120,56417381,249946,4,US
US10,1005529,1,86834912,MPLF,42,PCS,381,EUR,2023-05-09,2023-05-19, ,54521871,81552979,249946,5,US
US10,1005529,2,89034752,MPLF,33,PCS,726,EUR,2023-05-12,2023-05-19,x,54521871,81552979,249946,6,US
US10,1005548,4,78949416,ZUFN,13,PCS,991,EUR,2023-05-08,2023-05-10, ,98901523,88510487,249946,7,US
US10,1005508,1,86457056,MPLF,96,PCS,159,EUR,2023-05-03,2023-05-11,x,45379454,81552979,502772,1,US
DE10,1005596,1,86834912,MPLF,76,PCS,381,EUR,2023-05-12,2023-05-15, ,26753334,47656838,360274,5,DE
DE10,1005546,1,74349496,UDF3,99,KG,341,EUR,2023-05-08,2023-05-15, ,40594299,59321219,360274,3,DE
JP11,1005581,4,82207928,ZUFN,48,KG,441,EUR,2023-05-12,2023-05-17, ,91698003,92217720,246811,4,JP
JP11,1005544,1,25150904,COLA,8,PCS,976,EUR,2023-05-08,2023-05-17, ,95612378,33607135,246811,1,JP
JP11,1005592,1,88797376,MPLF,58,PCS,6,EUR,2023-05-12,2023-05-16, ,96959015,40601709,889361,3,JP
JP11,1005586,1,25150904,COLA,59,PCS,976,EUR,2023-05-12,2023-05-16, ,31380752,33607135,889361,2,JP
JP11,1005535,2,78949416,ZUFN,10,PCS,991,EUR,2023-05-08,2023-05-16, ,47395487,92217720,889361,1,JP
JP11,1005541,2,89034752,MPLF,18,PCS,726,EUR,2023-05-08,2023-05-15, ,75223703,40601709,745565,2,JP
JP11,1005541,1,24242928,COLA,63,KG,321,EUR,2023-05-15,2023-05-19, ,75223703,33607135,745565,1,JP
JP11,1005547,1,93159896,MPLF,71,PCS,159,EUR,2023-05-08,2023-05-12, ,17850787,40601709,480900,4,JP
JP11,1005531,1,93159896,MPLF,99,PCS,159,EUR,2023-05-08,2023-05-12, ,41723896,40601709,480900,2,JP
JP11,1005503,2,47767912,PYTF,47,PCS,915,EUR,2023-05-05,2023-05-08, ,97011465,70110687,480900,1,JP
JP11,1005587,2,58200280,UDF3,8,PCS,335,EUR,2023-05-12,2023-05-17, ,90592859,79246109,246811,5,JP
US10,1005578,2,50191792,PYTF,98,KG,545,EUR,2023-05-22,2023-05-31, ,68929969,81552979,598360,7,US
US10,1005526,3,97625203,MPLF,86,KG,554,EUR,2023-05-08,2023-05-15, ,41977120,81552979,884509,1,US
DE10,1005545,1,86457056,MPLF,28,PCS,159,EUR,2023-05-08,2023-05-12, ,87544330,47656838,906459,2,DE
DE10,1005497,4,85602600,ZUFN,63,L,361,EUR,2023-05-02,2023-05-11, ,43449637,65550769,208734,2,DE
US10,1005631,2,69251696,UDF3,56,L,529,EUR,2023-05-17,2023-05-18, ,87596201,40424932,128909,5,US
US10,1005605,3,69251696,UDF3,28,L,529,EUR,2023-05-17,2023-05-24, ,33216720,40424932,589342,4,US
US10,1005588,1,26709208,ZELA,80,KG,229,EUR,2023-05-12,2023-05-17, ,98215505,56417381,589342,2,US
US10,1005526,2,25235624,COLA,73,L,640,EUR,2023-05-08,2023-05-17, ,41977120,22179495,589342,1,US
US10,1005611,3,45162744,EDSA,97,PCS,520,EUR,2023-05-15,2023-05-16, ,72822233,23329589,867037,7,US
US10,1005591,2,26857600,ZELA,96,PCS,453,EUR,2023-05-12,2023-05-16, ,19184589,56417381,867037,4,US
BR10,1005530,3,78949416,ZUFN,29,PCS,991,EUR,2023-05-08,2023-05-12, ,28957791,24642678,992808,2,BR
BR10,1005561,1,20667944,COLA,83,KG,463,EUR,2023-05-09,2023-05-15, ,77140131,53251766,309246,1,BR
BR10,1005562,2,58890322,UDF3,41,PCS,813,EUR,2023-05-17,2023-05-22, ,16949366,89359211,992808,5,BR
JP11,1005592,4,26709208,ZELA,54,KG,229,EUR,2023-05-12,2023-05-18,x,96959015,49784073,424051,6,JP
BR10,1005577,1,25150904,COLA,31,PCS,976,EUR,2023-05-11,2023-05-12, ,49784073,53251766,992808,7,BR
JP11,1005514,3,83863032,ZUFN,71,G,263,EUR,2023-05-04,2023-05-11, ,96959015,92217720,907507,2,JP
BR10,1005530,1,25235624,COLA,69,L,640,EUR,2023-05-08,2023-05-11, ,28957791,53251766,113287,4,BR
BR10,1005519,2,75990376,ZUFN,96,PCS,499,EUR,2023-05-05,2023-05-11, ,16949366,24642678,113287,3,BR
BR10,1005539,1,25398208,COLA,24,PCS,504,EUR,2023-05-08,2023-05-10,x,66182728,53251766,457789,5,BR
BR10,1005515,1,87079640,MPLF,34,KG,332,EUR,2023-05-08,2023-05-10, ,81684996,32008687,457789,2,BR
BR10,1005519,1,69579592,UDF3,15,L,124,EUR,2023-05-05,2023-05-11, ,16949366,89359211,113287,2,BR
US10,1005628,1,98147568,MPLF,1,L,996,EUR,2023-05-16,2023-05-19, ,82040060,81552979,662366,4,US
DE10,1005626,3,26709208,ZELA,12,KG,229,EUR,2023-05-16,2023-05-18,x,97782265,79833202,255476,3,DE
US10,1005578,1,86834912,MPLF,13,PCS,381,EUR,2023-05-11,2023-05-22, ,68929969,81552979,329323,2,US
IN10,1005625,1,88903632,MPLF,83,PCS,880,EUR,2023-05-22,2023-05-30, ,36908184,49826393,878687,6,IN
DE10,1005560,1,98147568,MPLF,23,L,996,EUR,2023-05-09,2023-05-17, ,19543410,47656838,329189,1,DE
IN10,1005557,2,48248768,PYTF,59,PCS,693,EUR,2023-05-09,2023-05-18, ,51619782,87940829,878687,1,IN
US10,1005611,2,37141432,EDSA,15,PCS,474,EUR,2023-05-15,2023-05-19, ,72822233,81552979,662366,3,US
IN10,1005600,3,84480424,ZUFN,48,G,136,EUR,2023-05-24,2023-05-25, ,61546081,44488029,427676,1,IN
US10,1005611,1,25150904,COLA,86,PCS,976,EUR,2023-05-15,2023-05-19, ,72822233,22179495,662366,2,US
CN10,1005623,1,86457056,MPLF,45,PCS,159,EUR,2023-05-16,2023-05-19, ,77639249,49485597,887555,1,CN
US10,1005676,1,35470001,EDSA,12,KG,235,EUR,2023-05-22,2023-05-24, ,15618210,23329589,585248,8,US
JP11,1005581,2,98151444,MPLF,26,PCS,916,EUR,2023-05-15,2023-05-19, ,91698003,40601709,424051,1,JP
JP11,1005587,3,69909608,UDF3,46,PCS,990,EUR,2023-05-12,2023-05-18, ,90592859,79246109,424051,4,JP
JP11,1005592,3,69251696,UDF3,69,L,529,EUR,2023-05-12,2023-05-17, ,96959015,79246109,246811,6,JP
US10,1005650,1,97625203,MPLF,75,KG,554,EUR,2023-05-19,2023-05-25, ,82040060,81552979,159241,6,US
JP11,1005663,1,88346328,MPLF,32,KG,618,EUR,2023-05-22,2023-05-25,x,25649074,40601709,411204,3,JP
US10,1005646,1,45013285,EDSA,34,KG,543,EUR,2023-05-19,2023-05-25, ,56516420,23329589,159241,3,US
US10,1005554,1,24242928,COLA,10,KG,321,EUR,2023-05-08,2023-05-16, ,98567039,22179495,867037,2,US
US10,1005594,2,79697072,ZUFN,65,PCS,710,EUR,2023-05-12,2023-05-18, ,13990850,88510487,128909,3,US
US10,1005594,1,37238104,EDSA,56,PCS,320,EUR,2023-05-12,2023-05-18, ,13990850,23329589,128909,2,US
US10,1005591,1,86457056,MPLF,27,PCS,159,EUR,2023-05-12,2023-05-18, ,19184589,81552979,128909,1,US
US10,1005647,2,85602600,ZUFN,51,L,361,EUR,2023-05-19,2023-05-23, ,98019339,88510487,848439,2,US
US10,1005549,1,89034752,MPLF,94,PCS,726,EUR,2023-05-08,2023-05-16, ,42978120,81552979,867037,1,US
US10,1005602,3,32003616,ZELA,27,L,231,EUR,2023-05-15,2023-05-17, ,72479255,56417381,589342,3,US
US10,1005646,2,86834912,MPLF,25,PCS,381,EUR,2023-05-19,2023-05-24, ,56516420,81552979,585248,5,US
JP11,1005586,2,47961168,PYTF,78,PCS,555,EUR,2023-05-12,2023-05-19, ,31380752,70110687,531876,1,JP
US10,1005579,1,88346328,MPLF,98,KG,618,EUR,2023-05-11,2023-05-16, ,31899558,81552979,867037,3,US
US10,1005602,1,87079640,MPLF,20,KG,332,EUR,2023-05-15,2023-05-18, ,72479255,81552979,128909,4,US
BR10,1005585,2,86834912,MPLF,98,PCS,381,EUR,2023-05-12,2023-05-18, ,77140131,32008687,807211,3,BR
BR10,1005561,2,86834912,MPLF,3,PCS,381,EUR,2023-05-09,2023-05-18, ,77140131,32008687,807211,1,BR
BR10,1005539,2,43678400,EDSA,29,PCS,115,EUR,2023-05-08,2023-05-17, ,66182728,84141246,626177,1,BR
CN10,1005580,1,44074088,EDSA,41,PCS,52,EUR,2023-05-11,2023-05-25, ,63339019,23344986,508896,1,CN
BR10,1005577,2,93159896,MPLF,9,PCS,159,EUR,2023-05-11,2023-05-16, ,49784073,32008687,396167,5,BR
BR10,1005613,2,28348643,ZELA,50,PCS,684,EUR,2023-05-15,2023-05-18, ,24642678,40138709,807211,7,BR
CN10,1005655,1,51088568,PYTF,50,PCS,234,EUR,2023-05-22,2023-05-23, ,87700938,12948061,959721,6,CN
CN10,1005574,1,86662444,MPLF,97,KG,447,EUR,2023-05-15,2023-05-22, ,17858513,20837115,564406,1,CN
CN10,1005603,2,29156488,ZELA,25,PCS,374,EUR,2023-05-25,2023-05-29, ,44135631,93048219,959721,2,CN
BR10,1005528,1,19816724,COLA,32,PCS,521,EUR,2023-05-08,2023-05-16, ,29602197,53251766,396167,1,BR
CN10,1005580,2,98151444,MPLF,37,PCS,916,EUR,2023-05-16,2023-05-18, ,63339019,49485597,564406,2,CN
CN10,1005582,1,19474160,COLA,6,KG,986,EUR,2023-05-12,2023-05-17, ,40424932,23246292,564406,3,CN
CN10,1005566,2,84480424,ZUFN,57,G,136,EUR,2023-05-11,2023-05-19, ,73651097,23344986,959721,1,CN
CN10,1005593,1,88797376,MPLF,90,PCS,6,EUR,2023-05-12,2023-05-18,x,32983122,20837115,586425,2,CN
CN10,1005618,3,75227320,UDF3,58,PCS,594,EUR,2023-05-15,2023-05-22, ,88736144,71417158,436422,1,CN
BR10,1005622,1,19474160,COLA,54,KG,986,EUR,2023-05-19,2023-05-29, ,17399386,53251766,807211,8,BR
