_CASE_KEY,WERKS,EBELN,EBELP,ACTIVITY_EN,EVENTTIME,_SORTING,USER_NAME,RKDST,NAME1,ELIKZ,MATNR,MATKL,MENGE,DELGE,NETPR,BLDAT,BUDAT,BPDAT,DRDAT,LEWED,SEDAT,LCWED,ITDAT,MAVPR,THWMS,LATES,LATED,LATEP
DE109750497,DE10,975049,7,Purchase Order Item: Approved,2023-06-19 01:00:00,23000,44135631,,Material Delivery S.p.A,x,19297648,TPM1,46,46,2,2023-07-11,2023-08-01,,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-30,,,0,1,
DE109750497,DE10,975049,7,Purchase Order Item: Sent to Vendor,2023-06-19 01:00:00,25000,,,Material Delivery S.p.A,x,19297648,TPM1,46,46,2,2023-07-11,2023-08-01,,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-30,,,0,1,
DE109750497,DE10,975049,7,Goods Shipped,2023-06-20 01:00:00,26000,,,Material Delivery S.p.A,x,19297648,TPM1,46,46,2,2023-07-11,2023-08-01,,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-30,,,0,1,
DE109750497,DE10,975049,7,Late Delivery,2023-06-26 01:00:00,26500,,,Material Delivery S.p.A,x,19297648,TPM1,46,46,2,2023-07-11,2023-08-01,,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-30,,,0,1,
DE109750497,DE10,975049,7,Record Goods Issue,2023-06-30 01:00:00,27000,,,Material Delivery S.p.A,x,19297648,TPM1,46,46,2,2023-07-11,2023-08-01,,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-30,,,0,1,
DE109750497,DE10,975049,7,Record Invoice,2023-07-11 00:00:00,10200,,,Material Delivery S.p.A,x,19297648,TPM1,46,46,2,2023-07-11,2023-08-01,,2023-06-19,2023-06-20,2023-06-20,2023-06-26,2023-06-30,,,0,1,
DE109750498,DE10,975049,8,Create Purchase Requisition Item,2023-06-12 01:00:00,10000,19202035,x,Andres SRL,x,77128608,ZUFN,39,39,606,2023-07-11,2023-08-01,,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03,,,0,0,
DE109750498,DE10,975049,8,Purchase Requisition Item: Approved,2023-06-15 01:00:00,11000,65550769,x,Andres SRL,x,77128608,ZUFN,39,39,606,2023-07-11,2023-08-01,,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03,,,0,0,
DE109750498,DE10,975049,8,Create Purchase Order Item,2023-06-16 01:00:00,20000,27519967,x,Andres SRL,x,77128608,ZUFN,39,39,606,2023-07-11,2023-08-01,,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03,,,0,0,
DE109750498,DE10,975049,8,Purchase Order Item: Approved,2023-06-21 01:00:00,23000,44135631,x,Andres SRL,x,77128608,ZUFN,39,39,606,2023-07-11,2023-08-01,,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03,,,0,0,
DE109750498,DE10,975049,8,Purchase Order Item: Sent to Vendor,2023-06-21 01:00:00,25000,,x,Andres SRL,x,77128608,ZUFN,39,39,606,2023-07-11,2023-08-01,,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03,,,0,0,
DE109750498,DE10,975049,8,Goods Shipped,2023-06-28 01:00:00,26000,,x,Andres SRL,x,77128608,ZUFN,39,39,606,2023-07-11,2023-08-01,,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03,,,0,0,
DE109750498,DE10,975049,8,Record Goods Issue,2023-07-03 01:00:00,27000,,x,Andres SRL,x,77128608,ZUFN,39,39,606,2023-07-11,2023-08-01,,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03,,,0,0,
DE109750498,DE10,975049,8,Record Invoice,2023-07-11 00:00:00,10200,,x,Andres SRL,x,77128608,ZUFN,39,39,606,2023-07-11,2023-08-01,,2023-06-21,2023-06-28,2023-06-28,2023-07-03,2023-07-03,,,0,0,
IN101240641,IN10,124064,1,Create Purchase Requisition Item,2023-07-10 01:00:00,10000,37103541,x,PAD Inc., ,37141432,EDSA,68,68,474,,,,,2023-07-28,,2023-08-03,,,,0,0,
IN101282853,IN10,128285,3,Create Purchase Order Item,2023-06-09 01:00:00,20000,60935037,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Change Quantity,2023-06-12 01:00:00,22000,,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Purchase Order Item: Approved,2023-06-12 01:00:00,23000,56621036,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Purchase Order Item: Sent to Vendor,2023-06-12 01:00:00,25000,,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Change Price,2023-06-14 01:00:00,21000,,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Create Purchase Requisition Item,2023-06-15 01:00:00,10000,47570626,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Goods Shipped,2023-06-16 01:00:00,26000,,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Record Goods Issue,2023-06-20 01:00:00,27000,,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Purchase Requisition Item: Approved,2023-06-22 01:00:00,11000,30090592,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Record Invoice,2023-07-05 00:00:00,10200,,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Set Payment Block,2023-07-10 00:00:00,10400,,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101282853,IN10,128285,3,Remove Payment Block,2023-07-14 00:00:00,10400,,x,FeV SRL,x,25398208,COLA,31,31,485,2023-07-05,2023-07-26,,2023-06-12,2023-06-16,2023-06-16,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN101545181,IN10,154518,1,Create Purchase Order Item,2023-07-10 01:00:00,20000,24053430,,Office Supplies, ,13405872,TPM1,69,69,3,2023-07-12,2023-08-02,,,2023-07-11,2023-07-12,2023-07-18,,,,1,0,
IN101545181,IN10,154518,1,Change Quantity,2023-07-11 01:00:00,22000,,,Office Supplies, ,13405872,TPM1,69,69,3,2023-07-12,2023-08-02,,,2023-07-11,2023-07-12,2023-07-18,,,,1,0,
IN101545181,IN10,154518,1,Late Shipment,2023-07-11 01:00:00,25500,,,Office Supplies, ,13405872,TPM1,69,69,3,2023-07-12,2023-08-02,,,2023-07-11,2023-07-12,2023-07-18,,,,1,0,
IN101545181,IN10,154518,1,Record Invoice,2023-07-12 00:00:00,10200,,,Office Supplies, ,13405872,TPM1,69,69,3,2023-07-12,2023-08-02,,,2023-07-11,2023-07-12,2023-07-18,,,,1,0,
IN101545181,IN10,154518,1,Goods Shipped,2023-07-12 01:00:00,26000,,,Office Supplies, ,13405872,TPM1,69,69,3,2023-07-12,2023-08-02,,,2023-07-11,2023-07-12,2023-07-18,,,,1,0,
IN101545181,IN10,154518,1,Change Price,2023-07-13 01:00:00,21000,,,Office Supplies, ,13405872,TPM1,69,69,3,2023-07-12,2023-08-02,,,2023-07-11,2023-07-12,2023-07-18,,,,1,0,
IN101545181,IN10,154518,1,Change Price,2023-07-14 01:00:00,21000,,,Office Supplies, ,13405872,TPM1,69,69,3,2023-07-12,2023-08-02,,,2023-07-11,2023-07-12,2023-07-18,,,,1,0,
IN101545182,IN10,154518,2,Create Purchase Requisition Item,2023-07-03 01:00:00,10000,10031025,x,FeV SRL, ,88346328,MPLF,8,8,618,,,,2023-07-13,2023-07-20,,2023-07-25,,,,0,0,
IN101545182,IN10,154518,2,Purchase Requisition Item: Approved,2023-07-07 01:00:00,11000,49826393,x,FeV SRL, ,88346328,MPLF,8,8,618,,,,2023-07-13,2023-07-20,,2023-07-25,,,,0,0,
IN101545182,IN10,154518,2,Create Purchase Order Item,2023-07-10 01:00:00,20000,24053430,x,FeV SRL, ,88346328,MPLF,8,8,618,,,,2023-07-13,2023-07-20,,2023-07-25,,,,0,0,
IN101545182,IN10,154518,2,Purchase Order Item: Approved,2023-07-13 01:00:00,23000,16600755,x,FeV SRL, ,88346328,MPLF,8,8,618,,,,2023-07-13,2023-07-20,,2023-07-25,,,,0,0,
IN101545182,IN10,154518,2,Purchase Order Item: Sent to Vendor,2023-07-13 01:00:00,25000,,x,FeV SRL, ,88346328,MPLF,8,8,618,,,,2023-07-13,2023-07-20,,2023-07-25,,,,0,0,
IN101579291,IN10,157929,1,Create Purchase Requisition Item,2023-06-23 01:00:00,10000,23329589,x,FoodFY,x,32003616,ZELA,70,70,215,,,,2023-07-04,2023-07-10,2023-07-10,2023-07-13,2023-07-13,1.0,1.0,0,0,
IN101579291,IN10,157929,1,Purchase Requisition Item: Approved,2023-07-03 01:00:00,11000,70768553,x,FoodFY,x,32003616,ZELA,70,70,215,,,,2023-07-04,2023-07-10,2023-07-10,2023-07-13,2023-07-13,1.0,1.0,0,0,
IN101579291,IN10,157929,1,Create Purchase Order Item,2023-07-04 01:00:00,20000,74151062,x,FoodFY,x,32003616,ZELA,70,70,215,,,,2023-07-04,2023-07-10,2023-07-10,2023-07-13,2023-07-13,1.0,1.0,0,0,
IN101579291,IN10,157929,1,Purchase Order Item: Approved,2023-07-04 01:00:00,23000,70747659,x,FoodFY,x,32003616,ZELA,70,70,215,,,,2023-07-04,2023-07-10,2023-07-10,2023-07-13,2023-07-13,1.0,1.0,0,0,
IN101579291,IN10,157929,1,Purchase Order Item: Sent to Vendor,2023-07-04 01:00:00,25000,,x,FoodFY,x,32003616,ZELA,70,70,215,,,,2023-07-04,2023-07-10,2023-07-10,2023-07-13,2023-07-13,1.0,1.0,0,0,
IN101579291,IN10,157929,1,Change Price,2023-07-10 01:00:00,21000,,x,FoodFY,x,32003616,ZELA,70,70,215,,,,2023-07-04,2023-07-10,2023-07-10,2023-07-13,2023-07-13,1.0,1.0,0,0,
IN101579291,IN10,157929,1,Goods Shipped,2023-07-10 01:00:00,26000,,x,FoodFY,x,32003616,ZELA,70,70,215,,,,2023-07-04,2023-07-10,2023-07-10,2023-07-13,2023-07-13,1.0,1.0,0,0,
IN101579291,IN10,157929,1,Change Price,2023-07-11 01:00:00,21000,,x,FoodFY,x,32003616,ZELA,70,70,215,,,,2023-07-04,2023-07-10,2023-07-10,2023-07-13,2023-07-13,1.0,1.0,0,0,
IN101579291,IN10,157929,1,Record Goods Issue,2023-07-13 01:00:00,27000,,x,FoodFY,x,32003616,ZELA,70,70,215,,,,2023-07-04,2023-07-10,2023-07-10,2023-07-13,2023-07-13,1.0,1.0,0,0,
IN101579292,IN10,157929,2,Create Purchase Order Item,2023-07-04 01:00:00,20000,74151062,,Material Delivery S.p.A,x,19297648,TPM1,39,39,2,2023-07-14,2023-08-04,,2023-07-06,2023-07-07,2023-07-07,2023-07-13,2023-07-13,,,0,0,
IN101579292,IN10,157929,2,Purchase Order Item: Rejected,2023-07-06 01:00:00,24000,70747659,,Material Delivery S.p.A,x,19297648,TPM1,39,39,2,2023-07-14,2023-08-04,,2023-07-06,2023-07-07,2023-07-07,2023-07-13,2023-07-13,,,0,0,
IN101579292,IN10,157929,2,Change Quantity,2023-07-07 01:00:00,22000,,,Material Delivery S.p.A,x,19297648,TPM1,39,39,2,2023-07-14,2023-08-04,,2023-07-06,2023-07-07,2023-07-07,2023-07-13,2023-07-13,,,0,0,
IN101579292,IN10,157929,2,Goods Shipped,2023-07-07 01:00:00,26000,,,Material Delivery S.p.A,x,19297648,TPM1,39,39,2,2023-07-14,2023-08-04,,2023-07-06,2023-07-07,2023-07-07,2023-07-13,2023-07-13,,,0,0,
IN101579292,IN10,157929,2,Record Goods Issue,2023-07-13 01:00:00,27000,,,Material Delivery S.p.A,x,19297648,TPM1,39,39,2,2023-07-14,2023-08-04,,2023-07-06,2023-07-07,2023-07-07,2023-07-13,2023-07-13,,,0,0,
IN101579292,IN10,157929,2,Record Invoice,2023-07-14 00:00:00,10200,,,Material Delivery S.p.A,x,19297648,TPM1,39,39,2,2023-07-14,2023-08-04,,2023-07-06,2023-07-07,2023-07-07,2023-07-13,2023-07-13,,,0,0,
IN101579293,IN10,157929,3,Create Purchase Order Item,2023-07-04 01:00:00,20000,74151062,x,PA Inc.,x,21595928,COLA,58,58,83,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,1.0,,0,0,
IN101579293,IN10,157929,3,Purchase Order Item: Approved,2023-07-07 01:00:00,23000,70747659,x,PA Inc.,x,21595928,COLA,58,58,83,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,1.0,,0,0,
IN101579293,IN10,157929,3,Purchase Order Item: Sent to Vendor,2023-07-07 01:00:00,25000,,x,PA Inc.,x,21595928,COLA,58,58,83,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,1.0,,0,0,
IN101579293,IN10,157929,3,Goods Shipped,2023-07-10 01:00:00,26000,,x,PA Inc.,x,21595928,COLA,58,58,83,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,1.0,,0,0,
IN101579293,IN10,157929,3,Record Goods Issue,2023-07-14 01:00:00,27000,,x,PA Inc.,x,21595928,COLA,58,58,83,,,,2023-07-07,2023-07-10,2023-07-10,2023-07-14,2023-07-14,1.0,,0,0,
IN101840001,IN10,184000,1,Create Purchase Order Item,2023-07-14 01:00:00,20000,87766849,x,GFV, ,75904608,ZUFN,59,59,544,,,,,2023-07-24,,2023-07-28,,1.0,1.0,0,0,
IN101840002,IN10,184000,2,Create Purchase Requisition Item,2023-07-07 01:00:00,10000,80947030,x,ALP S.p.A, ,54965832,PYTF,29,29,77,,,,,2023-07-25,,2023-07-28,,,,0,0,
IN101840002,IN10,184000,2,Purchase Requisition Item: Approved,2023-07-13 01:00:00,11000,30090592,x,ALP S.p.A, ,54965832,PYTF,29,29,77,,,,,2023-07-25,,2023-07-28,,,,0,0,
IN101840002,IN10,184000,2,Create Purchase Order Item,2023-07-14 01:00:00,20000,87766849,x,ALP S.p.A, ,54965832,PYTF,29,29,77,,,,,2023-07-25,,2023-07-28,,,,0,0,
IN101840002,IN10,184000,2,Change Quantity,2023-07-14 01:00:00,22000,,x,ALP S.p.A, ,54965832,PYTF,29,29,77,,,,,2023-07-25,,2023-07-28,,,,0,0,
IN101840003,IN10,184000,3,Record Invoice,2023-07-12 00:00:00,10200,,,Office Supplies, ,11788404,TPM1,87,87,6,2023-07-12,2023-08-02,,2023-07-14,2023-07-17,,2023-07-21,,,,0,0,
IN101840003,IN10,184000,3,Create Purchase Order Item,2023-07-14 01:00:00,20000,87766849,,Office Supplies, ,11788404,TPM1,87,87,6,2023-07-12,2023-08-02,,2023-07-14,2023-07-17,,2023-07-21,,,,0,0,
IN101840003,IN10,184000,3,Change Price,2023-07-14 01:00:00,21000,,,Office Supplies, ,11788404,TPM1,87,87,6,2023-07-12,2023-08-02,,2023-07-14,2023-07-17,,2023-07-21,,,,0,0,
IN101840003,IN10,184000,3,Purchase Order Item: Approved,2023-07-14 01:00:00,23000,93116165,,Office Supplies, ,11788404,TPM1,87,87,6,2023-07-12,2023-08-02,,2023-07-14,2023-07-17,,2023-07-21,,,,0,0,
IN101840003,IN10,184000,3,Purchase Order Item: Sent to Vendor,2023-07-14 01:00:00,25000,,,Office Supplies, ,11788404,TPM1,87,87,6,2023-07-12,2023-08-02,,2023-07-14,2023-07-17,,2023-07-21,,,,0,0,
IN101841171,IN10,184117,1,Create Purchase Order Item,2023-07-12 01:00:00,20000,54041906,,Material Delivery S.p.A, ,15353960,TPM1,49,49,2,,,,2023-07-14,2023-07-17,,2023-07-21,,,,0,0,
IN101841171,IN10,184117,1,Change Price,2023-07-12 01:00:00,21000,,,Material Delivery S.p.A, ,15353960,TPM1,49,49,2,,,,2023-07-14,2023-07-17,,2023-07-21,,,,0,0,
IN101841171,IN10,184117,1,Purchase Order Item: Approved,2023-07-14 01:00:00,23000,33657107,,Material Delivery S.p.A, ,15353960,TPM1,49,49,2,,,,2023-07-14,2023-07-17,,2023-07-21,,,,0,0,
IN101841171,IN10,184117,1,Purchase Order Item: Sent to Vendor,2023-07-14 01:00:00,25000,,,Material Delivery S.p.A, ,15353960,TPM1,49,49,2,,,,2023-07-14,2023-07-17,,2023-07-21,,,,0,0,
IN101841172,IN10,184117,2,Create Purchase Requisition Item,2023-07-04 01:00:00,10000,16272566,x,Red Apple, ,97625203,MPLF,80,80,554,,,,2023-07-14,2023-07-19,,2023-07-28,,,,0,0,
IN101841172,IN10,184117,2,Purchase Requisition Item: Approved,2023-07-11 01:00:00,11000,49826393,x,Red Apple, ,97625203,MPLF,80,80,554,,,,2023-07-14,2023-07-19,,2023-07-28,,,,0,0,
IN101841172,IN10,184117,2,Create Purchase Order Item,2023-07-12 01:00:00,20000,54041906,x,Red Apple, ,97625203,MPLF,80,80,554,,,,2023-07-14,2023-07-19,,2023-07-28,,,,0,0,
IN101841172,IN10,184117,2,Purchase Order Item: Approved,2023-07-14 01:00:00,23000,33657107,x,Red Apple, ,97625203,MPLF,80,80,554,,,,2023-07-14,2023-07-19,,2023-07-28,,,,0,0,
IN101841172,IN10,184117,2,Purchase Order Item: Sent to Vendor,2023-07-14 01:00:00,25000,,x,Red Apple, ,97625203,MPLF,80,80,554,,,,2023-07-14,2023-07-19,,2023-07-28,,,,0,0,
IN101841173,IN10,184117,3,Create Purchase Requisition Item,2023-07-10 01:00:00,10000,38071817,x,Green Packages, ,88903632,MPLF,50,50,919,,,,,2023-07-18,,2023-07-25,,,1.0,0,0,
IN101841173,IN10,184117,3,Create Purchase Order Item,2023-07-12 01:00:00,20000,54041906,x,Green Packages, ,88903632,MPLF,50,50,919,,,,,2023-07-18,,2023-07-25,,,1.0,0,0,
IN101841175,IN10,184117,5,Record Invoice,2023-07-12 00:00:00,10200,,,Office Supplies, ,10615744,TPM1,54,54,5,2023-07-12,2023-08-02,,2023-07-13,2023-07-14,,2023-07-21,,,,1,0,
IN101841175,IN10,184117,5,Create Purchase Order Item,2023-07-12 01:00:00,20000,54041906,,Office Supplies, ,10615744,TPM1,54,54,5,2023-07-12,2023-08-02,,2023-07-13,2023-07-14,,2023-07-21,,,,1,0,
IN101841175,IN10,184117,5,Purchase Order Item: Approved,2023-07-13 01:00:00,23000,33657107,,Office Supplies, ,10615744,TPM1,54,54,5,2023-07-12,2023-08-02,,2023-07-13,2023-07-14,,2023-07-21,,,,1,0,
IN101841175,IN10,184117,5,Purchase Order Item: Sent to Vendor,2023-07-13 01:00:00,25000,,,Office Supplies, ,10615744,TPM1,54,54,5,2023-07-12,2023-08-02,,2023-07-13,2023-07-14,,2023-07-21,,,,1,0,
IN101841175,IN10,184117,5,Late Shipment,2023-07-14 01:00:00,25500,,,Office Supplies, ,10615744,TPM1,54,54,5,2023-07-12,2023-08-02,,2023-07-13,2023-07-14,,2023-07-21,,,,1,0,
IN101841176,IN10,184117,6,Create Purchase Order Item,2023-07-12 01:00:00,20000,54041906,x,O.R.T.O., ,48705128,PYTF,48,48,750,,,,,2023-07-21,,2023-08-03,,1.0,1.0,0,0,
IN101841176,IN10,184117,6,Change Price,2023-07-13 01:00:00,21000,,x,O.R.T.O., ,48705128,PYTF,48,48,750,,,,,2023-07-21,,2023-08-03,,1.0,1.0,0,0,
IN102618382,IN10,261838,2,Create Purchase Requisition Item,2023-05-31 01:00:00,10000,66219686,x,FoodFY,x,26857600,ZELA,26,26,449,2023-06-28,2023-07-19,,2023-06-08,2023-06-14,2023-06-14,2023-06-20,2023-06-20,,1.0,0,0,
IN102618382,IN10,261838,2,Purchase Requisition Item: Approved,2023-06-05 01:00:00,11000,87940829,x,FoodFY,x,26857600,ZELA,26,26,449,2023-06-28,2023-07-19,,2023-06-08,2023-06-14,2023-06-14,2023-06-20,2023-06-20,,1.0,0,0,
IN102618382,IN10,261838,2,Create Purchase Order Item,2023-06-06 01:00:00,20000,18849392,x,FoodFY,x,26857600,ZELA,26,26,449,2023-06-28,2023-07-19,,2023-06-08,2023-06-14,2023-06-14,2023-06-20,2023-06-20,,1.0,0,0,
IN102618382,IN10,261838,2,Change Price,2023-06-07 01:00:00,21000,,x,FoodFY,x,26857600,ZELA,26,26,449,2023-06-28,2023-07-19,,2023-06-08,2023-06-14,2023-06-14,2023-06-20,2023-06-20,,1.0,0,0,
IN102618382,IN10,261838,2,Purchase Order Item: Approved,2023-06-08 01:00:00,23000,22189465,x,FoodFY,x,26857600,ZELA,26,26,449,2023-06-28,2023-07-19,,2023-06-08,2023-06-14,2023-06-14,2023-06-20,2023-06-20,,1.0,0,0,
IN102618382,IN10,261838,2,Purchase Order Item: Sent to Vendor,2023-06-08 01:00:00,25000,,x,FoodFY,x,26857600,ZELA,26,26,449,2023-06-28,2023-07-19,,2023-06-08,2023-06-14,2023-06-14,2023-06-20,2023-06-20,,1.0,0,0,
IN102618382,IN10,261838,2,Goods Shipped,2023-06-14 01:00:00,26000,,x,FoodFY,x,26857600,ZELA,26,26,449,2023-06-28,2023-07-19,,2023-06-08,2023-06-14,2023-06-14,2023-06-20,2023-06-20,,1.0,0,0,
IN102618382,IN10,261838,2,Record Goods Issue,2023-06-20 01:00:00,27000,,x,FoodFY,x,26857600,ZELA,26,26,449,2023-06-28,2023-07-19,,2023-06-08,2023-06-14,2023-06-14,2023-06-20,2023-06-20,,1.0,0,0,
IN102618382,IN10,261838,2,Record Invoice,2023-06-28 00:00:00,10200,,x,FoodFY,x,26857600,ZELA,26,26,449,2023-06-28,2023-07-19,,2023-06-08,2023-06-14,2023-06-14,2023-06-20,2023-06-20,,1.0,0,0,
IN102618383,IN10,261838,3,Create Purchase Order Item,2023-06-06 01:00:00,20000,18849392,x,Andres SRL,x,75603272,ZUFN,91,91,329,2023-06-28,2023-07-19,,2023-06-09,2023-06-14,2023-06-14,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN102618383,IN10,261838,3,Purchase Order Item: Approved,2023-06-09 01:00:00,23000,22189465,x,Andres SRL,x,75603272,ZUFN,91,91,329,2023-06-28,2023-07-19,,2023-06-09,2023-06-14,2023-06-14,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN102618383,IN10,261838,3,Purchase Order Item: Sent to Vendor,2023-06-09 01:00:00,25000,,x,Andres SRL,x,75603272,ZUFN,91,91,329,2023-06-28,2023-07-19,,2023-06-09,2023-06-14,2023-06-14,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN102618383,IN10,261838,3,Goods Shipped,2023-06-14 01:00:00,26000,,x,Andres SRL,x,75603272,ZUFN,91,91,329,2023-06-28,2023-07-19,,2023-06-09,2023-06-14,2023-06-14,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN102618383,IN10,261838,3,Change Price,2023-06-19 01:00:00,21000,,x,Andres SRL,x,75603272,ZUFN,91,91,329,2023-06-28,2023-07-19,,2023-06-09,2023-06-14,2023-06-14,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN102618383,IN10,261838,3,Record Goods Issue,2023-06-20 01:00:00,27000,,x,Andres SRL,x,75603272,ZUFN,91,91,329,2023-06-28,2023-07-19,,2023-06-09,2023-06-14,2023-06-14,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN102618383,IN10,261838,3,Record Invoice,2023-06-28 00:00:00,10200,,x,Andres SRL,x,75603272,ZUFN,91,91,329,2023-06-28,2023-07-19,,2023-06-09,2023-06-14,2023-06-14,2023-06-20,2023-06-20,1.0,1.0,0,0,
IN102938061,IN10,293806,1,Create Purchase Requisition Item,2023-06-21 01:00:00,10000,54119014,x,Fruits Supplies, ,87079640,MPLF,47,47,349,,,,,2023-07-12,,2023-07-20,,,1.0,1,0,
IN102938061,IN10,293806,1,Purchase Requisition Item: Approved,2023-06-30 01:00:00,11000,49826393,x,Fruits Supplies, ,87079640,MPLF,47,47,349,,,,,2023-07-12,,2023-07-20,,,1.0,1,0,
IN102938061,IN10,293806,1,Create Purchase Order Item,2023-07-03 01:00:00,20000,53834925,x,Fruits Supplies, ,87079640,MPLF,47,47,349,,,,,2023-07-12,,2023-07-20,,,1.0,1,0,
IN102938061,IN10,293806,1,Change Price,2023-07-10 01:00:00,21000,,x,Fruits Supplies, ,87079640,MPLF,47,47,349,,,,,2023-07-12,,2023-07-20,,,1.0,1,0,
IN102938061,IN10,293806,1,Late Shipment,2023-07-12 01:00:00,25500,,x,Fruits Supplies, ,87079640,MPLF,47,47,349,,,,,2023-07-12,,2023-07-20,,,1.0,1,0,
IN102938063,IN10,293806,3,Create Purchase Requisition Item,2023-06-27 01:00:00,10000,47349658,x,Bottle Supplies, ,76304544,ZUFN,59,59,692,,,,2023-07-06,2023-07-13,2023-07-13,2023-07-18,,,,0,0,
IN102938063,IN10,293806,3,Create Purchase Order Item,2023-07-03 01:00:00,20000,53834925,x,Bottle Supplies, ,76304544,ZUFN,59,59,692,,,,2023-07-06,2023-07-13,2023-07-13,2023-07-18,,,,0,0,
IN102938063,IN10,293806,3,Purchase Requisition Item: Approved,2023-07-05 01:00:00,11000,44488029,x,Bottle Supplies, ,76304544,ZUFN,59,59,692,,,,2023-07-06,2023-07-13,2023-07-13,2023-07-18,,,,0,0,
IN102938063,IN10,293806,3,Purchase Order Item: Approved,2023-07-06 01:00:00,23000,54469786,x,Bottle Supplies, ,76304544,ZUFN,59,59,692,,,,2023-07-06,2023-07-13,2023-07-13,2023-07-18,,,,0,0,
IN102938063,IN10,293806,3,Purchase Order Item: Sent to Vendor,2023-07-06 01:00:00,25000,,x,Bottle Supplies, ,76304544,ZUFN,59,59,692,,,,2023-07-06,2023-07-13,2023-07-13,2023-07-18,,,,0,0,
IN102938063,IN10,293806,3,Goods Shipped,2023-07-13 01:00:00,26000,,x,Bottle Supplies, ,76304544,ZUFN,59,59,692,,,,2023-07-06,2023-07-13,2023-07-13,2023-07-18,,,,0,0,
IN102938064,IN10,293806,4,Create Purchase Requisition Item,2023-06-27 01:00:00,10000,12948061,x,FeV SRL, ,32069368,ZELA,57,57,428,,,,2023-07-05,2023-07-12,2023-07-12,2023-07-19,,,1.0,0,0,
IN102938064,IN10,293806,4,Purchase Requisition Item: Approved,2023-06-30 01:00:00,11000,70768553,x,FeV SRL, ,32069368,ZELA,57,57,428,,,,2023-07-05,2023-07-12,2023-07-12,2023-07-19,,,1.0,0,0,
