WERKS,BANFN,BNFPO,MATNR,MATKL,MENGE,MEINS,NETPR,PEINH,BADAT,FRGDT,LOEKZ,ERNAM,PERNR,EBELN,EBELP,LAND1
IN10,1003390,1,25150904,COLA,27,PCS,976,EUR,2021-10-14,2021-10-25, ,20704567,30090592,321760,1,IN
US10,1003417,1,25235624,COLA,95,L,640,EUR,2021-10-20,2021-10-26, ,45557231,81552979,462574,2,US
BR10,1003440,4,77128608,ZUFN,36,PCS,606,EUR,2021-10-27,2021-10-28, ,54119014,24642678,855193,3,BR
US10,1003406,3,75603272,ZUFN,99,PCS,320,EUR,2021-10-18,2021-10-27, ,27111603,88510487,602774,1,US
US10,1003431,1,86457056,MPLF,99,PCS,159,EUR,2021-10-25,2021-10-28, ,84255691,81552979,952848,1,US
BR10,1003414,3,75904608,ZUFN,83,PCS,544,EUR,2021-10-19,2021-10-25, ,62192020,24642678,402836,1,BR
BR10,1003420,1,87079640,MPLF,11,KG,332,EUR,2021-10-20,2021-10-22, ,24536147,32008687,111588,3,BR
BR10,1003414,1,45162744,EDSA,13,PCS,520,EUR,2021-10-19,2021-10-22, ,62192020,84141246,111588,1,BR
CN10,1003430,1,86834912,MPLF,9,PCS,381,EUR,2021-10-25,2021-10-27, ,47541422,20837115,196117,2,CN
CN10,1003424,2,98151444,MPLF,44,PCS,916,EUR,2021-10-21,2021-10-27, ,64025177,20837115,196117,1,CN
CN10,1003432,2,86834912,MPLF,61,PCS,381,EUR,2021-10-25,2021-10-26, ,22939187,20837115,155813,4,CN
CN10,1003432,1,21595928,COLA,27,PCS,83,EUR,2021-11-04,2021-11-15, ,22939187,23246292,155813,3,CN
CN10,1003426,1,24567712,COLA,98,PCS,689,EUR,2021-10-22,2021-10-26, ,81637476,23246292,155813,2,CN
CN10,1003415,1,24242928,COLA,54,KG,321,EUR,2021-10-25,2021-11-03,x,17850787,23246292,155813,1,CN
US10,1003416,2,90455123,MPLF,10,PCS,437,EUR,2021-10-19,2021-10-25, ,51321600,81552979,502950,2,US
CN10,1003404,1,24567712,COLA,71,PCS,689,EUR,2021-10-18,2021-10-21, ,53622145,23246292,743667,1,CN
JP11,1003389,1,22818912,COLA,71,KG,636,EUR,2021-10-14,2021-10-21, ,61117092,33607135,313965,2,JP
JP11,1003389,2,86457056,MPLF,34,PCS,159,EUR,2021-10-14,2021-10-21, ,61117092,40601709,313965,3,JP
JP11,1003409,1,88903632,MPLF,59,PCS,880,EUR,2021-10-18,2021-10-21, ,81970178,40601709,313965,5,JP
JP11,1003410,1,45162744,EDSA,14,PCS,520,EUR,2021-10-19,2021-10-21, ,26309199,59231227,313965,7,JP
JP11,1003419,1,55226864,PYTF,61,PCS,520,EUR,2021-10-20,2021-10-22, ,26309199,70110687,824368,2,JP
JP11,1003409,3,85602600,ZUFN,88,L,361,EUR,2021-10-28,2021-11-01, ,81970178,92217720,157765,1,JP
JP11,1003427,1,25398208,COLA,17,PCS,504,EUR,2021-11-01,2021-11-04, ,86205557,33607135,523706,2,JP
US10,1003397,3,79697072,ZUFN,48,PCS,710,EUR,2021-10-18,2021-10-20, ,55359124,88510487,414695,1,US
US10,1003387,2,86662444,MPLF,39,KG,447,EUR,2021-10-13,2021-10-21, ,47334999,81552979,543034,1,US
US10,1003397,2,77128608,ZUFN,18,PCS,606,EUR,2021-10-18,2021-10-21, ,55359124,88510487,543034,2,US
US10,1003406,1,87079640,MPLF,30,KG,332,EUR,2021-10-18,2021-10-21, ,27111603,81552979,543034,3,US
US10,1003412,1,98147568,MPLF,50,L,996,EUR,2021-10-19,2021-10-25, ,34037891,81552979,502950,1,US
BR10,1003425,2,58774200,UDF3,63,KG,934,EUR,2021-10-21,2021-10-26, ,86162838,89359211,108468,1,BR
BR10,1003440,2,51088568,PYTF,30,PCS,234,EUR,2021-10-27,2021-10-28, ,54119014,51619782,855193,2,BR
BR10,1003440,3,53640144,PYTF,80,PCS,488,EUR,2021-10-27,2021-10-29, ,54119014,51619782,523755,2,BR
CN10,1003444,3,76304544,ZUFN,51,PCS,692,EUR,2021-10-28,2021-11-02, ,39250498,23344986,836789,3,CN
US10,1003453,3,75603272,ZUFN,89,PCS,320,EUR,2021-11-01,2021-11-03, ,39915336,88510487,229547,1,US
US10,1003429,2,26230416,ZELA,4,PCS,190,EUR,2021-10-22,2021-10-29, ,54263514,56417381,576334,1,US
US10,1003429,3,82207928,ZUFN,48,KG,441,EUR,2021-10-22,2021-10-26, ,54263514,88510487,462574,5,US
US10,1003416,1,25235624,COLA,47,L,640,EUR,2021-10-19,2021-10-26, ,51321600,22179495,462574,1,US
BR10,1003442,1,86457056,MPLF,62,PCS,159,EUR,2021-10-28,2021-11-03, ,79848143,32008687,452068,2,BR
BR10,1003458,1,89034752,MPLF,34,PCS,726,EUR,2021-11-02,2021-11-03, ,85699417,32008687,452068,4,BR
IN10,1003402,1,97625203,MPLF,35,KG,554,EUR,2021-10-18,2021-10-28, ,39844730,49826393,302305,1,IN
IN10,1003441,1,97625203,MPLF,60,KG,554,EUR,2021-10-28,2021-11-01,x,47982674,49826393,856075,1,IN
IN10,1003441,2,75227320,UDF3,16,PCS,594,EUR,2021-10-28,2021-11-04, ,47982674,98019339,890919,1,IN
IN10,1003464,1,50862632,PYTF,77,PCS,867,EUR,2021-11-03,2021-11-04,x,22266209,87940829,890919,5,IN
JP11,1003452,1,87079640,MPLF,57,KG,332,EUR,2021-11-01,2021-11-04, ,20837115,40601709,691418,2,JP
BR10,1003455,1,88346328,MPLF,97,KG,618,EUR,2021-11-01,2021-11-03, ,94286021,32008687,452068,3,BR
JP11,1003434,1,28440760,ZELA,44,PCS,603,EUR,2021-11-01,2021-11-02, ,22729866,49784073,683310,2,JP
JP11,1003421,1,90455123,MPLF,31,PCS,437,EUR,2021-10-21,2021-10-29, ,15618210,40601709,683310,1,JP
JP11,1003434,2,75904608,ZUFN,31,PCS,544,EUR,2021-10-25,2021-11-01, ,22729866,92217720,258421,1,JP
JP11,1003410,2,88346328,MPLF,88,KG,618,EUR,2021-10-19,2021-10-28, ,26309199,40601709,915984,1,JP
JP11,1003401,1,85602600,ZUFN,63,L,361,EUR,2021-10-18,2021-10-26, ,40138709,92217720,523706,1,JP
DE10,1003408,1,48705128,PYTF,77,KG,799,EUR,2021-10-18,2021-10-26, ,33718300,68613813,893193,1,DE
JP11,1003427,3,84480424,ZUFN,43,G,136,EUR,2021-10-22,2021-10-28, ,86205557,92217720,915984,2,JP
IN10,1003413,1,25235624,COLA,29,L,640,EUR,2021-10-19,2021-10-26, ,41977120,86162838,281478,1,IN
CN10,1003457,1,88346328,MPLF,2,KG,618,EUR,2021-11-08,2021-11-15, ,54869167,20837115,159085,1,CN
CN10,1003444,1,19474160,COLA,44,KG,986,EUR,2021-10-28,2021-11-04, ,39250498,23246292,263523,1,CN
CN10,1003457,2,88903632,MPLF,52,PCS,880,EUR,2021-11-05,2021-11-09, ,54869167,20837115,887430,1,CN
CN10,1003465,2,69909608,UDF3,7,PCS,990,EUR,2021-11-03,2021-11-09, ,59281781,71417158,887430,3,CN
US10,1003445,2,78949416,ZUFN,15,PCS,991,EUR,2021-10-29,2021-11-09, ,17858513,88510487,314719,2,US
US10,1003466,1,40378320,EDSA,14,PCS,605,EUR,2021-11-03,2021-11-08, ,37774575,23329589,609134,2,US
CN10,1003451,1,89034752,MPLF,39,PCS,726,EUR,2021-11-01,2021-11-03, ,32204444,20837115,817847,1,CN
US10,1003453,2,28348643,ZELA,67,PCS,684,EUR,2021-11-01,2021-11-04, ,39915336,56417381,332844,3,US
DE10,1003480,2,93159896,MPLF,74,PCS,159,EUR,2021-11-09,2021-11-10, ,42053617,47656838,776554,1,DE
DE10,1003446,1,44409248,EDSA,24,L,267,EUR,2021-10-29,2021-11-05, ,29137563,58569539,519590,1,DE
CN10,1003467,1,83863032,ZUFN,82,G,263,EUR,2021-11-03,2021-11-10,x,96131719,23344986,778918,1,CN
IN10,1003456,1,75990376,ZUFN,22,PCS,499,EUR,2021-11-01,2021-11-10,x,18367406,44488029,616232,2,IN
IN10,1003454,1,48248768,PYTF,26,PCS,693,EUR,2021-11-01,2021-11-10, ,23750852,87940829,616232,1,IN
IN10,1003460,2,78949416,ZUFN,93,PCS,991,EUR,2021-11-02,2021-11-05, ,72065740,44488029,944864,3,IN
IN10,1003459,2,32071024,ZELA,83,KG,737,EUR,2021-11-02,2021-11-05, ,31573888,70768553,944864,2,IN
IN10,1003454,3,32071024,ZELA,86,KG,737,EUR,2021-11-01,2021-11-05, ,23750852,70768553,944864,1,IN
BR10,1003476,1,86457056,MPLF,20,PCS,159,EUR,2021-11-08,2021-11-10, ,12941038,32008687,390187,3,BR
BR10,1003468,1,25235624,COLA,49,L,640,EUR,2021-11-04,2021-11-10, ,99614307,53251766,390187,2,BR
IN10,1003460,1,97625203,MPLF,40,KG,554,EUR,2021-11-02,2021-11-03,x,72065740,49826393,709398,1,IN
BR10,1003476,2,90455123,MPLF,53,PCS,437,EUR,2021-11-08,2021-11-09, ,12941038,32008687,191557,1,BR
BR10,1003461,2,82207928,ZUFN,70,KG,441,EUR,2021-11-02,2021-11-08, ,68041376,24642678,586845,2,BR
BR10,1003461,1,67221888,UDF3,35,KG,193,EUR,2021-11-02,2021-11-08, ,68041376,89359211,586845,1,BR
BR10,1003448,1,86834912,MPLF,7,PCS,381,EUR,2021-11-01,2021-11-05, ,94126065,32008687,512489,1,BR
BR10,1003440,1,37141432,EDSA,83,PCS,474,EUR,2021-10-27,2021-11-03, ,54119014,84141246,452068,1,BR
US10,1003481,2,90455123,MPLF,34,PCS,437,EUR,2021-11-09,2021-11-11, ,32008687,81552979,317012,2,US
US10,1003472,2,76304544,ZUFN,2,PCS,692,EUR,2021-11-05,2021-11-12, ,83083032,88510487,248175,1,US
US10,1003479,1,71374072,UDF3,68,PCS,293,EUR,2021-11-08,2021-11-15, ,47570626,40424932,605261,1,US
CN10,1003471,1,89034752,MPLF,54,PCS,726,EUR,2021-11-05,2021-11-10, ,77639249,20837115,778918,3,CN
CN10,1003474,1,51088568,PYTF,54,PCS,234,EUR,2021-11-08,2021-11-15, ,44207013,12948061,971193,1,CN
US10,1003481,1,37238104,EDSA,17,PCS,320,EUR,2021-11-09,2021-11-15, ,32008687,23329589,605261,2,US
US10,1003443,3,26709208,ZELA,76,KG,229,EUR,2021-10-28,2021-11-09, ,21879278,56417381,314719,1,US
IN10,1003477,1,56389144,UDF3,20,PCS,119,EUR,2021-11-08,2021-11-11, ,23818469,98019339,713102,1,IN
JP11,1003487,2,84480424,ZUFN,8,G,136,EUR,2021-11-12,2021-11-17, ,31899558,92217720,567348,1,JP
BR10,1003476,3,83863032,ZUFN,86,G,263,EUR,2021-11-08,2021-11-10, ,12941038,24642678,390187,4,BR
DE10,1003480,1,86457056,MPLF,46,PCS,159,EUR,2021-11-09,2021-11-15, ,42053617,47656838,858679,1,DE
IN10,1003464,2,82809960,ZUFN,41,L,435,EUR,2021-11-03,2021-11-12, ,22266209,44488029,486210,1,IN
IN10,1003486,2,83863032,ZUFN,82,G,263,EUR,2021-11-12,2021-11-15, ,47982674,44488029,678526,1,IN
BR10,1003462,1,49991456,PYTF,51,PCS,733,EUR,2021-11-08,2021-11-11, ,42012916,51619782,390187,1,BR
JP11,1003490,1,86834912,MPLF,78,PCS,381,EUR,2021-11-12,2021-11-16, ,41699811,40601709,875595,1,JP
JP11,1003470,1,86834912,MPLF,18,PCS,381,EUR,2021-11-05,2021-11-15, ,31899558,40601709,768800,1,JP
JP11,1003475,3,83863032,ZUFN,31,G,263,EUR,2021-11-08,2021-11-12, ,19370231,92217720,919953,2,JP
JP11,1003475,2,26230416,ZELA,49,PCS,190,EUR,2021-11-08,2021-11-12,x,19370231,49784073,919953,1,JP
US10,1003484,1,48075088,PYTF,12,KG,353,EUR,2021-11-10,2021-11-19, ,32093764,43449637,526984,1,US
US10,1003494,2,75904608,ZUFN,2,PCS,544,EUR,2021-11-15,2021-11-22, ,78379489,88510487,230495,1,US
US10,1003492,1,25235624,COLA,96,L,640,EUR,2021-11-15,2021-11-18, ,45333871,22179495,697738,1,US
BR10,1003495,2,29156488,ZELA,83,PCS,374,EUR,2021-11-15,2021-11-17, ,17946151,40138709,648204,2,BR
BR10,1003501,1,77128608,ZUFN,69,PCS,606,EUR,2021-11-17,2021-11-22,x,53834925,24642678,765277,1,BR
JP11,1003475,1,98147568,MPLF,12,L,996,EUR,2021-11-08,2021-11-18, ,19370231,40601709,790388,1,JP
BR10,1003499,1,51088568,PYTF,10,PCS,234,EUR,2021-11-16,2021-11-23, ,25707325,51619782,421048,1,BR
BR10,1003505,1,86662444,MPLF,24,KG,447,EUR,2021-11-18,2021-11-22, ,87940829,40138709,765277,2,BR
JP11,1003498,2,32071024,ZELA,6,KG,737,EUR,2021-11-16,2021-11-23, ,11888297,49784073,617858,3,JP
US10,1003518,2,54753968,PYTF,64,PCS,13,EUR,2021-11-22,2021-11-23, ,24266402,43449637,234010,5,US
JP11,1003497,1,90455123,MPLF,24,PCS,437,EUR,2021-11-16,2021-11-22, ,11490609,40601709,894849,1,JP
JP11,1003502,3,88903632,MPLF,47,PCS,880,EUR,2021-11-17,2021-11-19, ,36003448,40601709,691403,2,JP
DE10,1003496,1,24242928,COLA,79,KG,321,EUR,2021-11-15,2021-11-22, ,89319796,63821277,647314,1,DE
JP11,1003502,2,86834912,MPLF,63,PCS,381,EUR,2021-11-17,2021-11-22,x,36003448,40601709,894849,2,JP
IN10,1003488,1,86457056,MPLF,58,PCS,159,EUR,2021-11-12,2021-11-17, ,41723896,87940829,676207,1,IN
JP11,1003523,1,43678400,EDSA,45,PCS,115,EUR,2021-11-23,2021-11-25, ,99612369,59231227,572041,5,JP
JP11,1003502,1,43678400,EDSA,87,PCS,115,EUR,2021-11-17,2021-11-25, ,36003448,59231227,572041,2,JP
CN10,1003491,2,74349496,UDF3,32,KG,341,EUR,2021-11-15,2021-11-19,x,20910031,71417158,568900,1,CN
CN10,1003507,2,50862632,PYTF,33,PCS,867,EUR,2021-11-19,2021-11-22, ,98370979,49485597,604221,1,CN
CN10,1003507,1,86662444,MPLF,63,KG,447,EUR,2021-11-22,2021-11-30, ,98370979,20837115,541977,1,CN
IN10,1003504,2,93159896,MPLF,31,PCS,159,EUR,2021-11-18,2021-11-23,x,44702373,49826393,662371,1,IN
IN10,1003515,2,44074088,EDSA,63,PCS,52,EUR,2021-11-29,2021-12-06, ,47304745,30090592,662371,4,IN
JP11,1003519,2,79697072,ZUFN,77,PCS,710,EUR,2021-11-23,2021-11-30, ,79136956,92217720,401075,1,JP
JP11,1003522,1,98147568,MPLF,87,L,996,EUR,2021-11-23,2021-11-30, ,35192131,40601709,401075,2,JP
IN10,1003506,1,54965832,PYTF,93,G,77,EUR,2021-11-18,2021-11-23, ,69707819,87940829,662371,2,IN
IN10,1003515,1,24567712,COLA,71,PCS,689,EUR,2021-11-22,2021-11-23, ,47304745,70768553,662371,3,IN
IN10,1003517,2,49991456,PYTF,70,PCS,733,EUR,2021-11-22,2021-11-24,x,64645534,87940829,911386,1,IN
DE10,1003547,2,75227320,UDF3,41,PCS,594,EUR,2021-11-30,2021-12-01, ,59060556,59321219,698002,1,DE
IN10,1003513,2,78949416,ZUFN,61,PCS,991,EUR,2021-11-22,2021-11-25, ,68180086,44488029,383226,2,IN
IN10,1003532,1,51088568,PYTF,50,PCS,234,EUR,2021-11-24,2021-11-30, ,20065736,87940829,904941,3,IN
DE10,1003525,2,24242928,COLA,98,KG,321,EUR,2021-11-24,2021-11-29, ,31526155,63821277,354360,1,DE
JP11,1003497,2,84480424,ZUFN,79,G,136,EUR,2021-11-16,2021-11-23, ,11490609,92217720,617858,2,JP
IN10,1003504,3,69909608,UDF3,36,PCS,990,EUR,2021-11-29,2021-12-03, ,44702373,86162838,160825,2,IN
IN10,1003504,1,89034752,MPLF,62,PCS,726,EUR,2021-11-18,2021-11-29, ,44702373,49826393,160825,1,IN
DE10,1003525,1,19816724,COLA,99,PCS,521,EUR,2021-11-24,2021-11-30, ,31526155,63821277,282632,1,DE
JP11,1003523,3,67221888,UDF3,49,KG,193,EUR,2021-11-23,2021-11-29, ,99612369,79246109,197749,3,JP
CN10,1003509,1,25398208,COLA,16,PCS,504,EUR,2021-11-19,2021-11-29, ,52638817,23246292,522911,1,CN
CN10,1003531,1,86834912,MPLF,49,PCS,381,EUR,2021-12-02,2021-12-06, ,32204444,20837115,522911,2,CN
US10,1003503,1,43678400,EDSA,22,PCS,115,EUR,2021-11-17,2021-11-23, ,23414890,23329589,234010,4,US
US10,1003518,1,87079640,MPLF,43,KG,332,EUR,2021-11-22,2021-11-24, ,24266402,81552979,125282,1,US
US10,1003529,1,86834912,MPLF,17,PCS,381,EUR,2021-11-24,2021-11-25,x,34048233,81552979,157348,1,US
US10,1003536,1,75904608,ZUFN,25,PCS,544,EUR,2021-11-26,2021-12-01, ,28588831,88510487,595975,3,US
US10,1003518,4,77128608,ZUFN,85,PCS,606,EUR,2021-11-22,2021-11-26, ,24266402,88510487,347582,1,US
US10,1003518,3,29156488,ZELA,9,PCS,374,EUR,2021-11-22,2021-11-29, ,24266402,56417381,387850,1,US
US10,1003521,1,90455123,MPLF,85,PCS,437,EUR,2021-11-23,2021-11-29, ,30869602,81552979,387850,2,US
JP11,1003500,1,86662444,MPLF,25,KG,447,EUR,2021-11-19,2021-11-29, ,41699811,40601709,572041,1,JP
JP11,1003519,1,26230416,ZELA,7,PCS,190,EUR,2021-11-29,2021-12-09,x,79136956,49784073,572041,3,JP
JP11,1003520,3,28148584,ZELA,88,PCS,778,EUR,2021-11-23,2021-11-25, ,81970178,49784073,572041,4,JP
BR10,1003514,1,86834912,MPLF,25,PCS,381,EUR,2021-11-22,2021-11-24, ,74627776,32008687,839019,1,BR
JP11,1003520,1,86834912,MPLF,80,PCS,381,EUR,2021-11-23,2021-11-29, ,81970178,40601709,197749,2,JP
US10,1003557,1,87079640,MPLF,68,KG,332,EUR,2021-12-01,2021-12-06, ,90850760,81552979,702449,1,US
US10,1003555,1,88346328,MPLF,7,KG,618,EUR,2021-12-01,2021-12-02, ,79833202,81552979,377337,1,US
JP11,1003560,1,45162744,EDSA,65,PCS,520,EUR,2021-12-02,2021-12-07, ,49396822,79246109,809948,3,JP
JP11,1003549,1,44409248,EDSA,87,L,267,EUR,2021-11-30,2021-12-07, ,86205557,59231227,809948,1,JP
JP11,1003549,2,88346328,MPLF,83,KG,618,EUR,2021-11-30,2021-12-06, ,86205557,40601709,646177,1,JP
JP11,1003542,1,32069368,ZELA,73,PCS,428,EUR,2021-11-29,2021-12-03, ,99118836,49784073,594110,2,JP
JP11,1003541,2,75904608,ZUFN,11,PCS,544,EUR,2021-11-29,2021-12-03, ,41699811,40601709,594110,1,JP
JP11,1003541,1,47961168,PYTF,15,PCS,555,EUR,2021-11-29,2021-12-02, ,41699811,70110687,107549,2,JP
JP11,1003511,1,37238104,EDSA,69,PCS,320,EUR,2021-11-22,2021-12-02, ,25069962,59231227,107549,1,JP
JP11,1003551,2,25398208,COLA,6,PCS,504,EUR,2021-11-30,2021-12-01,x,86205557,33607135,137122,2,JP
JP11,1003551,3,93159896,MPLF,35,PCS,159,EUR,2021-11-30,2021-12-08, ,86205557,40601709,183448,2,JP
IN10,1003550,1,24567712,COLA,38,PCS,689,EUR,2021-11-30,2021-12-06, ,71417158,30090592,730239,1,IN
IN10,1003516,3,82207928,ZUFN,46,KG,441,EUR,2021-11-22,2021-11-30, ,63747241,98019339,904941,1,IN
CN10,1003562,1,20667944,COLA,60,KG,463,EUR,2021-12-02,2021-12-08, ,19048037,23246292,827314,1,CN
IN10,1003537,2,32003616,ZELA,35,L,231,EUR,2021-11-26,2021-12-02, ,12521424,98019339,479373,4,IN
IN10,1003533,1,89034752,MPLF,34,PCS,726,EUR,2021-11-25,2021-12-02,x,18878340,49826393,479373,3,IN
IN10,1003517,1,86662444,MPLF,75,KG,447,EUR,2021-11-22,2021-11-30, ,64645534,49826393,904941,2,IN
CN10,1003530,1,32069368,ZELA,79,PCS,428,EUR,2021-11-24,2021-12-03, ,70768553,93048219,528559,1,CN
CN10,1003553,4,28348643,ZELA,71,PCS,684,EUR,2021-11-30,2021-12-03, ,82920773,93048219,528559,4,CN
CN10,1003558,1,69579592,UDF3,93,L,124,EUR,2021-12-01,2021-12-03, ,26483085,71417158,528559,5,CN
CN10,1003553,2,90455123,MPLF,50,PCS,437,EUR,2021-11-30,2021-12-06, ,82920773,20837115,648243,1,CN
BR10,1003563,2,98151444,MPLF,94,PCS,916,EUR,2021-12-03,2021-12-08, ,49796074,32008687,353762,2,BR
BR10,1003556,2,97625203,MPLF,69,KG,554,EUR,2021-12-01,2021-12-07, ,49883210,32008687,205812,1,BR
BR10,1003552,1,20667944,COLA,11,KG,463,EUR,2021-11-30,2021-12-03, ,12941038,53251766,751850,5,BR
BR10,1003544,1,98147568,MPLF,83,L,996,EUR,2021-11-29,2021-12-03, ,53666056,32008687,751850,3,BR
BR10,1003534,1,47961168,PYTF,85,PCS,555,EUR,2021-11-25,2021-12-03, ,44488029,51619782,751850,1,BR
BR10,1003556,1,87079640,MPLF,64,KG,332,EUR,2021-12-01,2021-12-02, ,49883210,32008687,362055,4,BR
BR10,1003563,1,98147568,MPLF,76,L,996,EUR,2021-12-03,2021-12-07, ,49796074,32008687,205812,3,BR
IN10,1003550,2,45841032,EDSA,83,PCS,603,EUR,2021-11-30,2021-12-07, ,71417158,86162838,140808,2,IN
DE10,1003548,1,82809960,ZUFN,13,L,435,EUR,2021-11-30,2021-12-02, ,84141246,65550769,978907,1,DE
BR10,1003563,4,58774200,UDF3,39,KG,934,EUR,2021-12-03,2021-12-14, ,49796074,89359211,925153,1,BR
BR10,1003561,2,75990376,ZUFN,1,PCS,499,EUR,2021-12-02,2021-12-10, ,12941038,24642678,652366,2,BR
BR10,1003575,1,51088568,PYTF,88,PCS,234,EUR,2021-12-08,2021-12-09, ,24642678,51619782,426007,2,BR
BR10,1003563,3,53640144,PYTF,43,PCS,488,EUR,2021-12-03,2021-12-09, ,49796074,51619782,426007,1,BR
JP11,1003549,3,75904608,ZUFN,11,PCS,544,EUR,2021-12-01,2021-12-06, ,86205557,92217720,159232,1,JP
JP11,1003576,1,87079640,MPLF,51,KG,332,EUR,2021-12-08,2021-12-10, ,88510487,40601709,974043,2,JP
CN10,1003572,1,98147568,MPLF,8,L,996,EUR,2021-12-07,2021-12-10, ,56417381,20837115,354418,2,CN
CN10,1003567,2,29156488,ZELA,61,PCS,374,EUR,2021-12-06,2021-12-10, ,16272566,23246292,354418,1,CN
BR10,1003593,3,32003616,ZELA,51,L,231,EUR,2021-12-13,2021-12-15, ,61543630,40138709,404937,4,BR
IN10,1003571,1,88346328,MPLF,3,KG,618,EUR,2021-12-06,2021-12-14, ,24448207,49826393,906733,1,IN
US10,1003579,1,47767912,PYTF,23,PCS,915,EUR,2021-12-09,2021-12-13, ,14147752,43449637,583710,2,US
US10,1003570,1,25150904,COLA,43,PCS,976,EUR,2021-12-06,2021-12-09, ,78379489,22179495,770003,2,US
DE10,1003574,1,86662444,MPLF,10,KG,447,EUR,2021-12-07,2021-12-10, ,44517918,47656838,314926,2,DE
DE10,1003566,1,25398208,COLA,36,PCS,504,EUR,2021-12-06,2021-12-10, ,27794877,63821277,314926,1,DE
DE10,1003574,2,75990376,ZUFN,41,PCS,499,EUR,2021-12-07,2021-12-14, ,44517918,65550769,916007,2,DE
DE10,1003580,1,35470001,EDSA,97,KG,235,EUR,2021-12-09,2021-12-14, ,83839016,58569539,916007,3,DE
CN10,1003588,1,45013285,EDSA,73,KG,543,EUR,2021-12-13,2021-12-20, ,54521871,93048219,380409,2,CN
CN10,1003597,1,75904608,ZUFN,27,PCS,544,EUR,2021-12-15,2021-12-20, ,84718420,93048219,380409,3,CN
CN10,1003588,2,75904608,ZUFN,75,PCS,544,EUR,2021-12-13,2021-12-21,x,54521871,23344986,673797,1,CN
CN10,1003605,2,60261224,UDF3,14,KG,350,EUR,2021-12-17,2021-12-21, ,20291697,71417158,673797,2,CN
CN10,1003585,1,86662444,MPLF,43,KG,447,EUR,2021-12-13,2021-12-22,x,26214738,20837115,895773,1,CN
JP11,1003606,2,32069368,ZELA,4,PCS,428,EUR,2021-12-17,2021-12-21, ,80947030,49784073,190556,2,JP
JP11,1003606,3,82207928,ZUFN,73,KG,441,EUR,2021-12-17,2021-12-22, ,80947030,92217720,213459,1,JP
JP11,1003568,1,97625203,MPLF,93,KG,554,EUR,2021-12-14,2021-12-15, ,75223703,40601709,826720,1,JP
IN10,1003601,3,82809960,ZUFN,19,L,435,EUR,2021-12-21,2021-12-31, ,48451268,44488029,688253,1,IN
IN10,1003578,1,86662444,MPLF,69,KG,447,EUR,2021-12-09,2021-12-20, ,22266209,49826393,749779,1,IN
CN10,1003620,1,20667944,COLA,48,KG,463,EUR,2021-12-21,2021-12-22, ,96286598,23246292,895773,6,CN
IN10,1003601,1,20667944,COLA,21,KG,463,EUR,2021-12-16,2021-12-20, ,48451268,44155404,749779,2,IN
US10,1003577,1,88346328,MPLF,98,KG,618,EUR,2021-12-08,2021-12-20, ,32511490,81552979,202274,1,US
US10,1003594,1,82207928,ZUFN,65,KG,441,EUR,2021-12-13,2021-12-17, ,28957791,88510487,202872,2,US
US10,1003590,1,24567712,COLA,29,PCS,689,EUR,2021-12-13,2021-12-16, ,97040471,22179495,552029,1,US
JP11,1003586,1,19816724,COLA,35,PCS,521,EUR,2021-12-13,2021-12-16, ,87700938,33607135,991393,1,JP
JP11,1003589,2,26230416,ZELA,22,PCS,190,EUR,2021-12-13,2021-12-15, ,95883122,49784073,230303,2,JP
BR10,1003584,2,84480424,ZUFN,98,G,136,EUR,2021-12-10,2021-12-17, ,16949366,24642678,496523,2,BR
DE10,1003581,1,32071024,ZELA,95,KG,737,EUR,2021-12-09,2021-12-15, ,48017982,79833202,357281,1,DE
BR10,1003593,1,25398208,COLA,24,PCS,504,EUR,2021-12-14,2021-12-22, ,61543630,53251766,174931,1,BR
BR10,1003583,2,32071024,ZELA,60,KG,737,EUR,2021-12-10,2021-12-15, ,24536147,40138709,404937,2,BR
BR10,1003569,1,88346328,MPLF,14,KG,618,EUR,2021-12-06,2021-12-15, ,42400966,32008687,404937,1,BR
BR10,1003587,1,19816724,COLA,50,PCS,521,EUR,2021-12-13,2021-12-15,x,52930047,53251766,404937,3,BR
IN10,1003618,1,50862632,PYTF,1,PCS,867,EUR,2021-12-21,2021-12-27, ,31380085,87940829,571888,2,IN
IN10,1003627,2,89034752,MPLF,78,PCS,726,EUR,2021-12-24,2021-12-27,x,23750852,30090592,171290,3,IN
IN10,1003607,1,69251696,UDF3,60,L,529,EUR,2021-12-27,2022-01-05, ,30695145,98019339,171290,2,IN
CN10,1003608,1,35470001,EDSA,99,KG,235,EUR,2021-12-20,2021-12-29, ,85564101,49485597,174327,1,CN
US10,1003604,1,20667944,COLA,51,KG,463,EUR,2021-12-17,2021-12-27, ,35396553,22179495,224685,1,US
IN10,1003602,2,78949416,ZUFN,4,PCS,991,EUR,2021-12-16,2021-12-21, ,35240638,44488029,891256,2,IN
DE10,1003634,2,86834912,MPLF,54,PCS,381,EUR,2021-12-27,2021-12-30, ,84141246,47656838,117828,1,DE
IN10,1003622,1,26230416,ZELA,52,PCS,190,EUR,2021-12-21,2021-12-27,x,24721437,70768553,571888,4,IN
IN10,1003611,1,89034752,MPLF,10,PCS,726,EUR,2021-12-20,2021-12-23, ,47304745,49826393,270762,1,IN
IN10,1003618,2,28348643,ZELA,69,PCS,684,EUR,2021-12-21,2021-12-27,x,31380085,70768553,571888,3,IN
