WERKS,BELNR,BUZEI,MATNR,MATKL,MENGE,MEINS,NETPR,PEINH,EBELN,EBELP
DE10,7500845,1,97625203,MPLF,6,KG,554,EUR,444856,1
DE10,8716077,1,11788404,TPM1,81,PCS,6,EUR,109388,2
DE10,8534180,1,24242928,COLA,83,KG,321,EUR,675506,2
US10,5228199,1,86834912,MPLF,4,PCS,381,EUR,824169,6
US10,9198253,2,25398208,COLA,98,PCS,504,EUR,824169,5
US10,7511068,2,75990376,ZUFN,87,PCS,499,EUR,824169,4
US10,5163597,3,26230416,ZELA,70,PCS,190,EUR,824169,3
US10,7617713,3,15353960,TPM1,1,PCS,2,EUR,824169,2
US10,7617713,2,16177764,TPM1,8,KG,4,EUR,824169,1
US10,7038756,2,11159536,TPM1,15,PCS,1,EUR,296111,2
US10,9198253,1,88346328,MPLF,34,KG,618,EUR,296111,1
US10,5163597,2,83863032,ZUFN,83,G,263,EUR,123588,3
US10,7617713,1,17231232,TPM1,3,PCS,5,EUR,123588,2
US10,7038756,1,13505536,TPM1,49,PCS,7,EUR,123588,1
US10,6302118,1,29156488,ZELA,87,PCS,374,EUR,233756,2
DE10,8653314,2,19474160,COLA,68,KG,986,EUR,728304,2
US10,7511068,1,58774200,UDF3,65,KG,934,EUR,715119,1
DE10,8653314,1,88346328,MPLF,12,KG,618,EUR,728304,1
US10,5163597,1,26230416,ZELA,96,PCS,190,EUR,914893,1
DE10,8716077,3,10615744,TPM1,69,PCS,5,EUR,675506,1
IN10,9200484,1,86662444,MPLF,51,KG,447,EUR,432584,2
BR10,6189858,1,88797376,MPLF,4,PCS,6,EUR,181609,1
BR10,8473556,1,55226864,PYTF,70,PCS,520,EUR,868204,1
BR10,6344106,1,21595928,COLA,66,PCS,83,EUR,111883,1
JP11,8357778,1,11788404,TPM1,63,PCS,6,EUR,191227,1
BR10,8956601,1,19474160,COLA,21,KG,986,EUR,240755,3
BR10,8217540,2,19297648,TPM1,12,PCS,2,EUR,240755,2
CN10,8128083,1,75904608,ZUFN,62,PCS,544,EUR,553897,1
JP11,8545506,2,19297648,TPM1,47,PCS,2,EUR,216505,1
IN10,6239733,1,15353960,TPM1,61,PCS,2,EUR,432584,1
US10,7617713,4,19297648,TPM1,9,PCS,2,EUR,234557,2
IN10,9032615,1,69909608,UDF3,1,PCS,990,EUR,858236,1
IN10,5876035,1,88346328,MPLF,24,KG,624,EUR,405337,1
BR10,8217540,1,15353960,TPM1,81,PCS,2,EUR,240755,1
CN10,7983952,1,19474160,COLA,22,KG,986,EUR,848199,1
CN10,9233489,1,82809960,ZUFN,93,L,435,EUR,212752,1
CN10,6461683,1,97625203,MPLF,78,KG,554,EUR,212752,2
JP11,4965603,1,44409248,EDSA,78,L,267,EUR,138636,2
CN10,8650341,1,24567712,COLA,56,PCS,689,EUR,767471,1
US10,8085683,1,75990376,ZUFN,48,PCS,499,EUR,234557,1
IN10,8228449,1,86457056,MPLF,93,PCS,151,EUR,985429,1
US10,9657778,1,98147568,MPLF,6,L,996,EUR,706848,2
IN10,7349692,1,48248768,PYTF,50,PCS,693,EUR,107029,2
IN10,7137262,1,32069368,ZELA,12,PCS,433,EUR,107029,1
IN10,9656668,2,17231232,TPM1,58,PCS,5,EUR,550867,4
IN10,8176025,1,97625203,MPLF,47,KG,554,EUR,550867,3
IN10,8523370,2,11159536,TPM1,19,PCS,1,EUR,613914,2
IN10,8523370,1,13405872,TPM1,95,PCS,3,EUR,613914,1
IN10,9656668,1,19297648,TPM1,72,PCS,2,EUR,247773,2
DE10,5755102,1,97625203,MPLF,28,KG,554,EUR,223199,1
DE10,5538021,1,25150904,COLA,59,PCS,976,EUR,384145,1
DE10,5251416,1,15353960,TPM1,59,PCS,2,EUR,384145,2
DE10,7697326,1,98151444,MPLF,75,PCS,916,EUR,659359,1
DE10,8790016,1,83863032,ZUFN,2,G,263,EUR,827345,1
DE10,7234101,1,13405872,TPM1,36,PCS,3,EUR,308168,1
DE10,7388556,1,24242928,COLA,75,KG,321,EUR,158678,1
BR10,9226309,1,28148584,ZELA,4,PCS,778,EUR,205820,1
BR10,8370439,1,82809960,ZUFN,46,L,435,EUR,713796,1
BR10,5938840,1,88903632,MPLF,51,PCS,880,EUR,255343,1
JP11,5826599,2,86662444,MPLF,80,KG,447,EUR,414786,1
JP11,5475708,4,13505536,TPM1,51,PCS,7,EUR,234121,1
JP11,5475708,3,13505536,TPM1,36,PCS,7,EUR,647149,1
JP11,5826599,1,58200280,UDF3,78,PCS,335,EUR,117839,1
JP11,5475708,2,10615744,TPM1,16,PCS,5,EUR,836258,3
JP11,5375689,1,25398208,COLA,41,PCS,504,EUR,836258,2
JP11,5475708,1,13405872,TPM1,24,PCS,3,EUR,836258,1
BR10,7489576,1,37238104,EDSA,71,PCS,320,EUR,801528,4
IN10,8523370,3,11788404,TPM1,77,PCS,6,EUR,985429,2
IN10,9656668,3,15353960,TPM1,56,PCS,2,EUR,768153,1
US10,6556256,1,11788404,TPM1,19,PCS,6,EUR,442105,2
US10,8122017,1,75603272,ZUFN,31,PCS,320,EUR,442105,1
US10,7052228,2,86457056,MPLF,10,PCS,159,EUR,695477,2
US10,7907580,2,17231232,TPM1,43,PCS,5,EUR,695477,1
US10,7907580,1,16177764,TPM1,4,KG,4,EUR,706848,3
US10,7907580,3,15353960,TPM1,55,PCS,2,EUR,442105,3
IN10,5028214,1,83863032,ZUFN,97,G,263,EUR,429500,1
US10,8088845,2,11159536,TPM1,45,PCS,1,EUR,783960,2
JP11,5544447,1,87079640,MPLF,92,KG,332,EUR,414786,2
IN10,7942788,1,19297648,TPM1,49,PCS,2,EUR,754673,1
JP11,7685124,1,13505536,TPM1,52,PCS,7,EUR,414786,4
JP11,9167762,1,32071024,ZELA,65,KG,737,EUR,436472,1
JP11,7685124,2,11159536,TPM1,87,PCS,1,EUR,298312,1
CN10,7070770,2,13505536,TPM1,69,PCS,7,EUR,904830,1
US10,6238825,2,19474160,COLA,22,KG,986,EUR,629853,3
US10,7799214,2,55226864,PYTF,73,PCS,520,EUR,629853,2
US10,8088845,3,13405872,TPM1,18,PCS,3,EUR,784825,3
DE10,5023681,1,88903632,MPLF,9,PCS,880,EUR,494406,1
CN10,7716633,1,17231232,TPM1,87,PCS,5,EUR,291597,1
US10,6238825,1,32645344,EDSA,23,PCS,845,EUR,784825,2
BR10,8743285,1,26709208,ZELA,47,KG,229,EUR,801528,2
BR10,7742263,1,84480424,ZUFN,52,G,136,EUR,801528,1
BR10,9049117,1,48705128,PYTF,25,KG,799,EUR,639158,1
US10,5669847,1,24567712,COLA,32,PCS,689,EUR,581531,1
US10,7799214,1,45013285,EDSA,67,KG,543,EUR,581531,2
BR10,9049117,2,22818912,COLA,18,KG,636,EUR,801528,3
US10,8725092,1,24242928,COLA,26,KG,321,EUR,783960,1
JP11,6765764,1,29156488,ZELA,55,PCS,374,EUR,414786,3
CN10,5351727,1,93159896,MPLF,66,PCS,159,EUR,130735,2
CN10,7070770,1,11788404,TPM1,67,PCS,6,EUR,914050,1
IN10,7942788,2,15353960,TPM1,36,PCS,2,EUR,359877,1
US10,8088845,1,11788404,TPM1,94,PCS,6,EUR,841608,1
US10,6805167,1,77128608,ZUFN,80,PCS,606,EUR,629853,4
US10,7641660,1,19297648,TPM1,35,PCS,2,EUR,629853,5
US10,8088845,4,11788404,TPM1,98,PCS,6,EUR,496269,1
US10,5844399,1,21595928,COLA,53,PCS,83,EUR,784825,1
US10,7641660,2,16177764,TPM1,83,KG,4,EUR,111416,2
BR10,5180876,1,15353960,TPM1,21,PCS,2,EUR,942387,1
BR10,7754791,1,78949416,ZUFN,54,PCS,991,EUR,679009,1
BR10,5266994,1,88903632,MPLF,55,PCS,880,EUR,725363,1
BR10,7034562,1,75603272,ZUFN,81,PCS,320,EUR,718443,1
US10,8088845,5,11159536,TPM1,78,PCS,1,EUR,496269,2
CN10,8509576,1,28148584,ZELA,44,PCS,778,EUR,203600,3
CN10,6893694,2,13505536,TPM1,41,PCS,7,EUR,622997,4
BR10,7102497,3,18608880,TPM1,40,PCS,1,EUR,259201,3
CN10,6893694,1,11788404,TPM1,91,PCS,6,EUR,591821,4
CN10,5955956,2,19297648,TPM1,74,PCS,2,EUR,591821,3
CN10,8881434,2,77128608,ZUFN,39,PCS,606,EUR,591821,2
CN10,9440149,1,32071024,ZELA,96,KG,737,EUR,331517,3
CN10,5955956,1,18608880,TPM1,77,PCS,1,EUR,331517,2
BR10,6950795,1,13505536,TPM1,99,PCS,7,EUR,259201,2
BR10,8721698,1,21595928,COLA,16,PCS,83,EUR,718443,2
CN10,9492366,1,85602600,ZUFN,12,L,361,EUR,308386,2
BR10,8234758,1,19474160,COLA,82,KG,986,EUR,259201,1
BR10,7102497,2,16177764,TPM1,42,KG,4,EUR,724345,2
BR10,7102497,1,18608880,TPM1,4,PCS,1,EUR,724345,1
BR10,8108564,1,28148584,ZELA,52,PCS,778,EUR,640795,1
CN10,8881434,1,77128608,ZUFN,48,PCS,589,EUR,591821,1
JP11,8513469,1,24567712,COLA,73,PCS,689,EUR,809653,2
IN10,7120337,1,85602600,ZUFN,12,L,361,EUR,364504,2
DE10,8976874,1,47767912,PYTF,12,PCS,915,EUR,546707,1
DE10,8439265,1,19297648,TPM1,95,PCS,2,EUR,630908,1
IN10,9695952,1,69579592,UDF3,12,L,118,EUR,184982,2
IN10,8381512,1,82207928,ZUFN,76,KG,441,EUR,426925,1
IN10,8201182,1,20667944,COLA,52,KG,441,EUR,852581,1
IN10,6210543,2,11788404,TPM1,39,PCS,6,EUR,364504,4
IN10,7397475,1,84480424,ZUFN,75,G,136,EUR,364504,3
JP11,7781549,1,75904608,ZUFN,2,PCS,544,EUR,809653,1
US10,8223366,1,17231232,TPM1,84,PCS,5,EUR,442455,3
US10,6491902,1,76304544,ZUFN,5,PCS,692,EUR,442455,1
US10,7211489,2,54836888,PYTF,97,PCS,408,EUR,657766,3
US10,5085487,1,45162744,EDSA,48,PCS,520,EUR,657766,2
US10,6495927,1,11788404,TPM1,2,PCS,6,EUR,657766,1
US10,7211489,1,19816724,COLA,12,PCS,521,EUR,111416,1
IN10,6210543,1,13405872,TPM1,85,PCS,3,EUR,364504,1
IN10,8052053,1,15353960,TPM1,22,PCS,2,EUR,859216,1
DE10,8439265,2,15353960,TPM1,46,PCS,2,EUR,507545,1
DE10,8439265,3,16177764,TPM1,95,KG,4,EUR,507545,2
DE10,8439265,4,19297648,TPM1,11,PCS,2,EUR,507545,3
JP11,9366791,1,86834912,MPLF,53,PCS,381,EUR,208626,2
JP11,8513469,2,24567712,COLA,89,PCS,689,EUR,700464,2
JP11,8060875,1,10615744,TPM1,63,PCS,5,EUR,700464,1
JP11,7204258,1,88346328,MPLF,68,KG,618,EUR,208626,1
JP11,8705471,2,17231232,TPM1,13,PCS,5,EUR,732103,1
JP11,8705471,1,16177764,TPM1,96,KG,4,EUR,740744,1
DE10,8293588,1,20667944,COLA,23,KG,463,EUR,543223,3
DE10,6548699,1,24242928,COLA,8,KG,321,EUR,200642,2
DE10,6289595,1,13505536,TPM1,56,PCS,7,EUR,200642,1
BR10,7504308,2,10615744,TPM1,30,PCS,5,EUR,933456,1
CN10,6687981,1,11159536,TPM1,30,PCS,1,EUR,622997,5
CN10,9127155,1,16177764,TPM1,27,KG,4,EUR,203600,1
CN10,5303882,2,26857600,ZELA,74,PCS,453,EUR,590752,1
CN10,5028681,1,19474160,COLA,75,KG,986,EUR,590752,2
CN10,9127155,3,16177764,TPM1,92,KG,4,EUR,590752,3
CN10,5214255,1,97625203,MPLF,21,KG,554,EUR,203600,2
US10,5982886,2,18608880,TPM1,92,PCS,1,EUR,777348,4
US10,6365022,5,45841032,EDSA,57,PCS,603,EUR,683704,1
BR10,9402185,1,86834912,MPLF,39,PCS,381,EUR,747590,3
BR10,7504308,3,11788404,TPM1,4,PCS,6,EUR,747590,2
BR10,8277691,2,28148584,ZELA,95,PCS,778,EUR,206388,4
BR10,7251474,1,97625203,MPLF,93,KG,554,EUR,133036,1
BR10,9491555,3,16177764,TPM1,12,KG,4,EUR,206388,3
JP11,6843509,2,13405872,TPM1,81,PCS,3,EUR,156462,3
JP11,9039392,2,49790248,PYTF,89,PCS,700,EUR,799965,1
JP11,8403665,1,44401842,EDSA,70,PCS,207,EUR,799965,3
JP11,5368345,1,37238104,EDSA,34,PCS,320,EUR,799965,2
JP11,6662690,1,16177764,TPM1,79,KG,4,EUR,156462,2
JP11,6843509,1,11788404,TPM1,40,PCS,6,EUR,156462,1
JP11,9039392,1,75603272,ZUFN,65,PCS,320,EUR,520561,1
CN10,7677915,1,86662444,MPLF,22,KG,447,EUR,622997,3
CN10,5303882,1,32003616,ZELA,58,L,231,EUR,689097,3
US10,5982886,1,15353960,TPM1,97,PCS,2,EUR,305990,3
US10,6365022,1,43151008,EDSA,19,PCS,554,EUR,305990,2
CN10,6687981,2,10615744,TPM1,26,PCS,5,EUR,689097,4
US10,5851790,1,88346328,MPLF,15,KG,618,EUR,305990,1
US10,6813831,1,19816724,COLA,14,PCS,521,EUR,491158,2
US10,8229106,1,98147568,MPLF,55,L,996,EUR,491158,1
US10,9506592,1,82809960,ZUFN,53,L,435,EUR,442455,2
CN10,7677915,2,86662444,MPLF,31,KG,447,EUR,689097,1
US10,5563721,1,88903632,MPLF,34,PCS,880,EUR,198917,3
DE10,5734666,1,87079640,MPLF,50,KG,332,EUR,613371,2
DE10,9485593,1,13405872,TPM1,86,PCS,3,EUR,618769,1
US10,6365022,2,24242928,COLA,94,KG,321,EUR,855701,1
US10,6365022,3,24242928,COLA,29,KG,321,EUR,198917,1
US10,6365022,4,43151008,EDSA,93,PCS,554,EUR,198917,2
DE10,5627321,1,19474160,COLA,80,KG,986,EUR,543223,2
US10,9180248,1,84480424,ZUFN,13,G,136,EUR,198917,4
DE10,9437335,1,20667944,COLA,32,KG,463,EUR,543223,1
IN10,7492826,1,10615744,TPM1,77,PCS,5,EUR,938069,1
BR10,7504308,1,11788404,TPM1,59,PCS,6,EUR,393852,1
BR10,7160667,1,87079640,MPLF,88,KG,332,EUR,259201,5
DE10,9135469,2,86662444,MPLF,56,KG,447,EUR,613371,1
DE10,9135469,1,49991456,PYTF,82,PCS,733,EUR,995804,1
BR10,9491555,2,17231232,TPM1,34,PCS,5,EUR,206388,2
BR10,9491555,1,18608880,TPM1,91,PCS,1,EUR,259201,4
US10,9180248,2,97625203,MPLF,45,KG,554,EUR,777348,3
IN10,7492826,3,11788404,TPM1,40,PCS,6,EUR,155619,3
IN10,7492826,2,10615744,TPM1,42,PCS,5,EUR,911870,2
IN10,9133715,1,17231232,TPM1,56,PCS,5,EUR,155619,1
US10,8975923,1,56389144,UDF3,18,PCS,119,EUR,481767,1
US10,5484571,3,15353960,TPM1,93,PCS,2,EUR,610373,2
US10,5484571,2,19297648,TPM1,6,PCS,2,EUR,610373,1
DE10,9071643,1,13505536,TPM1,49,PCS,7,EUR,799856,1
DE10,8381951,1,18608880,TPM1,97,PCS,1,EUR,799856,2
DE10,8311323,1,40378320,EDSA,62,PCS,605,EUR,400042,1
JP11,5413737,1,11788404,TPM1,14,PCS,6,EUR,707773,1
DE10,5925914,1,93159896,MPLF,25,PCS,159,EUR,688226,1
DE10,8381951,2,17231232,TPM1,57,PCS,5,EUR,688226,3
DE10,5917651,1,83863032,ZUFN,44,G,263,EUR,688226,2
US10,5484571,1,16177764,TPM1,20,KG,4,EUR,683704,2
JP11,7874078,1,29156488,ZELA,27,PCS,374,EUR,597906,1
BR10,5118452,1,54836888,PYTF,9,PCS,389,EUR,933456,2
IN10,6209250,1,17231232,TPM1,35,PCS,5,EUR,590763,1
IN10,9432018,1,32003616,ZELA,74,L,231,EUR,590763,2
IN10,7871156,1,97625203,MPLF,79,KG,539,EUR,895099,1
IN10,6209250,2,16177764,TPM1,95,KG,4,EUR,895099,2
IN10,7338061,1,11159536,TPM1,80,PCS,1,EUR,895099,3
IN10,7338061,2,13405872,TPM1,45,PCS,3,EUR,233406,3
IN10,6209250,4,18608880,TPM1,71,PCS,1,EUR,233406,4
IN10,9561159,1,54965832,PYTF,81,G,77,EUR,387437,1
IN10,6209250,5,16177764,TPM1,48,KG,4,EUR,387437,3
IN10,5384555,1,98147568,MPLF,84,L,996,EUR,303333,2
IN10,8247078,1,86834912,MPLF,97,PCS,381,EUR,303333,3
IN10,8696156,1,90455123,MPLF,20,PCS,437,EUR,233406,2
BR10,8758438,1,17231232,TPM1,42,PCS,5,EUR,933456,3
US10,5484571,4,16177764,TPM1,25,KG,4,EUR,610373,3
CN10,6297422,1,83863032,ZUFN,28,G,263,EUR,966016,2
CN10,9323718,1,18608880,TPM1,81,PCS,1,EUR,806442,1
BR10,8555836,2,11159536,TPM1,75,PCS,1,EUR,825198,1
BR10,8254970,1,29156488,ZELA,86,PCS,374,EUR,840060,1
BR10,5289679,1,67221888,UDF3,28,KG,193,EUR,825198,2
BR10,8758438,3,18608880,TPM1,67,PCS,1,EUR,507281,1
BR10,8192665,1,98151444,MPLF,64,PCS,937,EUR,838176,1
CN10,5024461,1,79697072,ZUFN,20,PCS,690,EUR,966016,1
DE10,9139836,1,90455123,MPLF,22,PCS,437,EUR,956791,1
DE10,7630863,3,17231232,TPM1,91,PCS,5,EUR,741136,4
US10,9394771,1,68338888,UDF3,43,PCS,167,EUR,442683,1
US10,5766637,1,15353960,TPM1,27,PCS,2,EUR,286481,2
US10,9283773,1,76304544,ZUFN,93,PCS,692,EUR,286481,3
US10,9093711,1,28348643,ZELA,61,PCS,684,EUR,955220,1
US10,9202713,1,88797376,MPLF,76,PCS,6,EUR,955220,2
IN10,9026379,2,89034752,MPLF,61,PCS,726,EUR,748753,1
US10,7198252,1,43151008,EDSA,65,PCS,554,EUR,866455,1
IN10,5452287,1,22818912,COLA,39,KG,636,EUR,824941,3
IN10,9277643,1,97625203,MPLF,51,KG,554,EUR,824941,5
BR10,9676782,1,11159536,TPM1,71,PCS,1,EUR,840060,2
BR10,9581327,1,98151444,MPLF,61,PCS,916,EUR,983872,1
BR10,9676782,2,11159536,TPM1,48,PCS,1,EUR,983872,2
BR10,9664593,1,18608880,TPM1,11,PCS,1,EUR,398130,4
US10,5146935,1,56831936,UDF3,60,G,964,EUR,286481,1
IN10,9285153,2,16177764,TPM1,64,KG,4,EUR,690058,3
IN10,8214083,2,36128224,EDSA,40,PCS,709,EUR,690058,4
DE10,8261999,1,13405872,TPM1,22,PCS,3,EUR,741136,3
JP11,9665511,2,13405872,TPM1,30,PCS,3,EUR,423165,3
DE10,6827657,1,26230416,ZELA,71,PCS,190,EUR,741136,1
DE10,7630863,2,16177764,TPM1,51,KG,4,EUR,280527,2
JP11,8914643,1,98147568,MPLF,52,L,996,EUR,443496,1
IN10,9026379,1,50862632,PYTF,53,PCS,867,EUR,303333,1
JP11,9665511,1,10615744,TPM1,5,PCS,5,EUR,423165,2
JP11,6739840,1,21595928,COLA,76,PCS,83,EUR,423165,1
CN10,6082341,1,44401842,EDSA,70,PCS,207,EUR,805339,1
CN10,6415741,1,32069368,ZELA,17,PCS,428,EUR,806442,3
IN10,8214083,1,88903632,MPLF,69,PCS,880,EUR,805687,1
IN10,9285153,1,16177764,TPM1,23,KG,4,EUR,915846,1
DE10,7630863,1,15353960,TPM1,47,PCS,2,EUR,280527,1
DE10,5439985,1,54753968,PYTF,48,PCS,13,EUR,741136,2
BR10,7541035,2,75603272,ZUFN,51,PCS,320,EUR,241516,2
BR10,5176283,1,45013285,EDSA,2,KG,543,EUR,241516,1
IN10,9297329,1,17231232,TPM1,98,PCS,5,EUR,207650,3
IN10,7105554,1,51088568,PYTF,24,PCS,234,EUR,207650,4
IN10,9297329,2,18608880,TPM1,21,PCS,1,EUR,294283,1
US10,8220741,1,10615744,TPM1,92,PCS,5,EUR,345584,2
IN10,8762736,2,84480424,ZUFN,45,G,137,EUR,207650,2
IN10,8762736,1,97625203,MPLF,54,KG,554,EUR,207650,1
IN10,9486173,2,13505536,TPM1,58,PCS,7,EUR,824941,1
IN10,9486173,3,11159536,TPM1,46,PCS,1,EUR,824941,4
BR10,8281394,1,90455123,MPLF,16,PCS,437,EUR,236377,4
BR10,9615902,1,79697072,ZUFN,10,PCS,710,EUR,236377,3
IN10,7297190,1,22818912,COLA,32,KG,636,EUR,690058,2
BR10,7541035,1,77128608,ZUFN,92,PCS,606,EUR,236377,2
BR10,7531532,2,45841032,EDSA,47,PCS,603,EUR,236377,1
BR10,7539750,4,16177764,TPM1,16,KG,4,EUR,379876,2
BR10,7539750,3,17231232,TPM1,38,PCS,5,EUR,379876,1
IN10,9486173,4,13505536,TPM1,64,PCS,7,EUR,731524,1
BR10,7539750,5,16177764,TPM1,84,KG,4,EUR,236377,5
CN10,7977072,2,98151444,MPLF,83,PCS,916,EUR,589967,1
US10,5468008,2,16177764,TPM1,54,KG,4,EUR,556187,4
JP11,7300361,1,11788404,TPM1,74,PCS,6,EUR,620625,2
CN10,9232784,1,50191792,PYTF,41,KG,545,EUR,508353,1
CN10,8500284,1,90455123,MPLF,55,PCS,437,EUR,145789,2
CN10,6054914,1,28440760,ZELA,13,PCS,603,EUR,145789,1
CN10,5765188,1,13405872,TPM1,95,PCS,3,EUR,218810,1
DE10,8853443,1,13505536,TPM1,69,PCS,7,EUR,937745,2
DE10,6287868,1,88797376,MPLF,13,PCS,6,EUR,842035,1
JP11,5374123,1,83863032,ZUFN,38,G,263,EUR,289735,1
US10,5296557,1,82207928,ZUFN,65,KG,441,EUR,400716,2
US10,8637468,1,86834912,MPLF,33,PCS,381,EUR,602725,1
US10,5468008,1,16177764,TPM1,63,KG,4,EUR,556187,1
US10,8213745,1,88346328,MPLF,70,KG,618,EUR,556187,2
US10,9336722,1,75990376,ZUFN,24,PCS,499,EUR,556187,3
US10,4955805,1,87079640,MPLF,15,KG,332,EUR,707559,1
US10,5468008,3,19297648,TPM1,85,PCS,2,EUR,345584,1
JP11,5880785,1,32003616,ZELA,53,L,240,EUR,620625,1
BR10,7531532,1,64963528,UDF3,6,KG,702,EUR,398130,5
BR10,7539750,2,16177764,TPM1,90,KG,4,EUR,398130,3
BR10,9014528,1,88903632,MPLF,63,PCS,880,EUR,919257,1
BR10,7007960,1,11788404,TPM1,67,PCS,6,EUR,398130,2
BR10,7539750,1,19297648,TPM1,2,PCS,2,EUR,398130,1
US10,8467582,1,17231232,TPM1,38,PCS,5,EUR,602611,1
US10,7286163,2,11788404,TPM1,89,PCS,6,EUR,118063,2
US10,5803038,2,49991456,PYTF,53,PCS,733,EUR,154969,1
US10,7769394,1,75904608,ZUFN,34,PCS,544,EUR,636836,2
US10,8467582,2,18608880,TPM1,11,PCS,1,EUR,636836,3
DE10,6963247,1,10615744,TPM1,2,PCS,5,EUR,937745,1
US10,6927684,1,53640144,PYTF,14,PCS,488,EUR,174233,1
BR10,8835074,2,58774200,UDF3,53,KG,948,EUR,750563,1
BR10,6763781,2,18608880,TPM1,50,PCS,1,EUR,100950,1
BR10,6763781,1,15353960,TPM1,32,PCS,2,EUR,906121,2
BR10,8835074,1,64963528,UDF3,63,KG,702,EUR,218370,3
BR10,9707148,1,19474160,COLA,26,KG,986,EUR,906121,1
US10,7286163,1,13405872,TPM1,47,PCS,3,EUR,118063,1
US10,5803038,1,22818912,COLA,97,KG,636,EUR,400716,1
BR10,9303348,1,98147568,MPLF,20,L,996,EUR,218370,2
CN10,6200070,1,11788404,TPM1,12,PCS,6,EUR,460058,1
BR10,8947751,1,10615744,TPM1,66,PCS,5,EUR,733985,2
CN10,5886500,1,88797376,MPLF,82,PCS,6,EUR,460058,2
CN10,8032436,1,18608880,TPM1,78,PCS,1,EUR,480199,1
CN10,6200070,2,13405872,TPM1,41,PCS,3,EUR,480199,2
CN10,5007350,1,19816724,COLA,17,PCS,521,EUR,514096,1
CN10,7223315,1,20667944,COLA,97,KG,463,EUR,144562,1
CN10,6200070,3,11159536,TPM1,17,PCS,1,EUR,619229,1
JP11,5622203,1,10615744,TPM1,92,PCS,5,EUR,311616,2
JP11,5622203,2,13505536,TPM1,10,PCS,7,EUR,747440,1
JP11,6583991,1,74349496,UDF3,84,KG,341,EUR,747440,3
JP11,8061324,1,28348643,ZELA,24,PCS,684,EUR,232020,1
BR10,6044448,1,89034752,MPLF,56,PCS,726,EUR,218370,1
DE10,9418077,1,87079640,MPLF,13,KG,332,EUR,842035,2
DE10,9119560,1,15353960,TPM1,96,PCS,2,EUR,213348,1
JP11,5853048,1,35470001,EDSA,52,KG,235,EUR,311616,1
IN10,8340897,2,11788404,TPM1,11,PCS,6,EUR,794675,3
IN10,7157697,2,25235624,COLA,35,L,640,EUR,794675,1
IN10,7839853,3,25150904,COLA,25,PCS,998,EUR,886382,3
IN10,8340897,1,13405872,TPM1,70,PCS,3,EUR,886382,1
IN10,7839853,2,25150904,COLA,37,PCS,976,EUR,482933,1
IN10,7157697,1,88903632,MPLF,58,PCS,880,EUR,536680,1
IN10,7839853,1,76304544,ZUFN,60,PCS,692,EUR,422524,1
BR10,6551852,1,54836888,PYTF,93,PCS,389,EUR,733985,1
DE10,7702620,1,89034752,MPLF,54,PCS,726,EUR,842035,3
IN10,8216790,1,44401842,EDSA,84,PCS,207,EUR,886382,2
JP11,9560676,1,15353960,TPM1,11,PCS,2,EUR,616650,1
US10,8258938,1,25150904,COLA,48,PCS,976,EUR,636836,1
US10,8258938,2,98147568,MPLF,7,L,996,EUR,156556,1
DE10,8554692,1,82207928,ZUFN,27,KG,441,EUR,528550,1
DE10,8193138,1,17231232,TPM1,61,PCS,5,EUR,903080,1
CN10,5298851,2,11788404,TPM1,29,PCS,6,EUR,570883,1
CN10,8281995,2,15353960,TPM1,51,PCS,2,EUR,905448,1
CN10,5298851,1,11159536,TPM1,60,PCS,1,EUR,319549,3
DE10,9135130,1,13405872,TPM1,63,PCS,3,EUR,937243,1
CN10,7627080,1,85602600,ZUFN,21,L,361,EUR,319549,2
CN10,7011587,1,62792440,UDF3,81,PCS,124,EUR,619229,3
CN10,8281995,1,15353960,TPM1,96,PCS,2,EUR,619229,2
BR10,6181811,1,10615744,TPM1,37,PCS,5,EUR,406091,1
BR10,6181811,2,11788404,TPM1,59,PCS,6,EUR,130981,1
BR10,5824348,1,28148584,ZELA,40,PCS,778,EUR,130981,2
BR10,7800106,1,58774200,UDF3,59,KG,934,EUR,594168,1
CN10,5667817,1,45841032,EDSA,55,PCS,575,EUR,319549,1
DE10,8193138,2,19297648,TPM1,16,PCS,2,EUR,485278,1
DE10,6481919,1,25150904,COLA,39,PCS,976,EUR,528550,2
DE10,9135130,2,11788404,TPM1,17,PCS,6,EUR,870685,2
US10,9358017,1,17231232,TPM1,64,PCS,5,EUR,797208,1
US10,8347788,1,88346328,MPLF,48,KG,618,EUR,797208,2
DE10,8193138,3,19297648,TPM1,59,PCS,2,EUR,485278,2
IN10,6702704,1,86457056,MPLF,89,PCS,159,EUR,794675,2
US10,5982375,1,87079640,MPLF,81,KG,332,EUR,853153,3
IN10,7673643,1,13505536,TPM1,92,PCS,7,EUR,145958,4
IN10,5700226,1,29156488,ZELA,6,PCS,374,EUR,171816,2
IN10,8899274,3,16177764,TPM1,59,KG,4,EUR,171816,3
IN10,8899274,4,18608880,TPM1,72,PCS,1,EUR,171816,4
IN10,8899274,2,16177764,TPM1,88,KG,4,EUR,145958,2
IN10,7884415,1,88903632,MPLF,63,PCS,923,EUR,145958,3
BR10,5663312,1,13505536,TPM1,36,PCS,7,EUR,760275,1
BR10,8487353,4,17231232,TPM1,66,PCS,5,EUR,760275,2
BR10,9150267,1,26857600,ZELA,70,PCS,453,EUR,619907,3
BR10,8487353,1,15353960,TPM1,1,PCS,2,EUR,617414,1
BR10,8487353,2,19297648,TPM1,12,PCS,2,EUR,991245,1
