WERKS,BELNR,BLDAT,BUDAT,BPDAT,EREKZ,LIFNR,BLOCK,RLOCK
IN10,6891919,2021-10-06,2021-10-27,2021-10-25,x,30003467,,
CN10,7685163,2021-10-06,2021-10-27,2021-10-27,x,30002348,,
JP11,6715414,2021-10-06,2021-10-27,2021-10-18,x,78411205,,
JP11,5947392,2021-10-06,2021-10-27,2021-10-25,x,74997556,2021-10-11,2021-10-14
CN10,7897599,2021-10-06,2021-10-27,2021-10-18,x,43088822,,
JP11,7957166,2021-10-06,2021-10-27,2021-10-27,x,30003467,,
BR10,9682838,2021-10-06,2021-10-27,2021-10-20,x,30003467,,
BR10,9308599,2021-10-06,2021-10-27,2021-10-18,x,30002348,2021-10-12,2021-10-15
BR10,8570858,2021-10-06,2021-10-27,2021-10-12,x,35101221,,
BR10,6014491,2021-10-06,2021-10-27,2021-10-18,x,32519746,2021-10-11,2021-10-12
CN10,7796040,2021-10-06,2021-10-27,2021-10-18,x,41420829,,
DE10,7076257,2021-10-06,2021-10-27,2021-10-18,x,32519746,,
IN10,9578464,2021-10-06,2021-10-27,2021-10-22,x,78411205,,
IN10,7074030,2021-10-06,2021-10-27,2021-10-19,x,50759436,,
BR10,8180872,2021-10-11,2021-11-01,2021-11-02,x,55553693,,
DE10,7891913,2021-10-11,2021-11-01,2021-11-02,x,30003467,,
DE10,9194133,2021-10-11,2021-11-01,2021-11-03,x,30002348,,
DE10,6711970,2021-10-11,2021-11-01,2021-10-21,x,53847241,,
BR10,6915828,2021-09-27,2021-10-18,2021-10-06,x,32519746,,
BR10,9345636,2021-10-11,2021-11-01,2021-11-09,x,74997556,,
IN10,7817709,2021-09-30,2021-10-21,2021-10-18,x,43088822,,
IN10,8403981,2021-10-11,2021-11-01,2021-11-12,x,30003467,,
IN10,6543137,2021-10-11,2021-11-01,2021-10-21,x,30002348,2021-10-18,2021-10-19
IN10,6907982,2021-10-11,2021-11-01,2021-10-27,x,35101221,,
JP11,9345853,2021-10-11,2021-11-01,2021-10-22,x,50759436,,
BR10,6772667,2021-10-11,2021-11-01,2021-10-27,x,43088822,,
BR10,5897965,2021-10-11,2021-11-01,2021-10-14,x,30003467,,
US10,7650328,2021-10-05,2021-10-26,2021-10-14,x,47017350,,
JP11,5807305,2021-10-11,2021-11-01,2021-11-12,x,43088822,,
JP11,7608926,2021-10-11,2021-11-01,2021-10-28,x,53847241,,
US10,6213447,2021-10-11,2021-11-01,2021-10-27,x,30003467,,
US10,9268099,2021-10-11,2021-11-01,2021-11-10,x,50759436,,
CN10,5144475,2021-10-11,2021-11-01,2021-11-02,x,30003467,,
CN10,8365653,2021-10-11,2021-11-01,2021-11-05,x,30002348,2021-10-21,2021-10-28
US10,8795497,2021-10-04,2021-10-25,2021-10-18,x,73419740,,
JP11,8735019,2021-10-11,2021-11-01,2021-11-03,x,34702906,,
CN10,8405552,2021-10-11,2021-11-01,2021-10-15,x,32519746,,
JP11,6915681,2021-10-11,2021-11-01,2021-11-03,x,41420829,,
JP11,9125204,2021-10-11,2021-11-01,2021-11-01,x,30003467,2021-10-18,2021-10-26
JP11,6077908,2021-10-11,2021-11-01,2021-10-29,x,30002348,,
JP11,5409572,2021-10-11,2021-11-01,2021-11-10,x,48114031,,
CN10,7459001,2021-10-11,2021-11-01,2021-10-18,x,32952574,,
DE10,8041162,2021-10-19,2021-11-09,2021-11-05,x,48114031,,
DE10,7891150,2021-10-19,2021-11-09,2021-11-02,x,35101221,,
DE10,9425069,2021-10-19,2021-11-09,2021-11-05,x,32519746,,
DE10,6560640,2021-10-19,2021-11-09,2021-10-27,x,47017350,,
DE10,5254111,2021-10-19,2021-11-09,2021-11-03,x,30002348,,
JP11,8406623,2021-10-19,2021-11-09,2021-10-28,x,47017350,,
BR10,7680893,2021-10-19,2021-11-09,2021-11-15,x,34702906,,
BR10,8707206,2021-10-19,2021-11-09,2021-11-04,x,30002348,,
BR10,4958881,2021-10-19,2021-11-09,2021-11-08,x,53847241,,
BR10,8492936,2021-10-19,2021-11-09,2021-10-22,x,70920548,,
JP11,7559258,2021-10-19,2021-11-09,2021-10-27,x,41420829,,
BR10,8565802,2021-10-19,2021-11-09,2021-10-20,x,30003467,,
BR10,8789767,2021-10-19,2021-11-09,2021-10-22,x,32519746,,
BR10,9054332,2021-10-19,2021-11-09,2021-10-26,x,48114031,,
US10,8688689,2021-10-19,2021-11-09,2021-11-16,x,73419740,,
US10,7244704,2021-10-19,2021-11-09,2021-10-29,x,74997556,,
US10,9051879,2021-10-19,2021-11-09,2021-10-26,x,50759436,,
JP11,5797282,2021-10-19,2021-11-09,2021-11-04,x,30002348,,
JP11,9675388,2021-10-19,2021-11-09,2021-11-11,x,48114031,,
JP11,6756679,2021-10-19,2021-11-09,2021-10-28,x,35101221,,
CN10,7234784,2021-10-19,2021-11-09,2021-11-03,x,55553693,2021-10-22,2021-10-25
CN10,6918658,2021-10-06,2021-10-27,2021-10-18,x,78411205,,
CN10,9478471,2021-10-19,2021-11-09,2021-11-08,x,43088822,,
US10,7922610,2021-10-19,2021-11-09,2021-10-27,x,32519746,,
CN10,8809053,2021-10-04,2021-10-25,2021-10-18,x,74997556,,
US10,7661493,2021-10-19,2021-11-09,2021-11-16,x,32952574,,
CN10,6900073,2021-10-19,2021-11-09,2021-10-21,x,32519746,,
IN10,8453588,2021-10-19,2021-11-09,2021-11-04,x,30002348,,
US10,9671421,2021-10-07,2021-10-28,2021-10-13,x,30003467,,
US10,5521915,2021-10-19,2021-11-09,2021-10-29,x,55553693,,
JP11,7429323,2021-10-26,2021-11-16,2021-11-04,x,30002348,,
CN10,9349402,2021-10-26,2021-11-16,2021-11-12,x,74997556,,
CN10,5667678,2021-10-26,2021-11-16,2021-11-18,x,48114031,,
JP11,7528178,2021-10-26,2021-11-16,2021-11-08,x,48114031,2021-10-28,2021-11-05
CN10,9065911,2021-10-26,2021-11-16,2021-11-10,x,30002348,,
JP11,7195518,2021-10-26,2021-11-16,2021-11-08,x,35101221,,
JP11,8583672,2021-10-26,2021-11-16,2021-11-09,x,30003467,,
BR10,7861032,2021-10-26,2021-11-16,2021-11-10,x,30003467,,
BR10,8927876,2021-10-26,2021-11-16,2021-11-17,x,30002348,,
BR10,8262348,2021-10-08,2021-10-29,2021-10-18,x,73419740,,
BR10,8861477,2021-10-26,2021-11-16,2021-11-08,x,48114031,2021-11-01,2021-11-03
BR10,9463462,2021-10-26,2021-11-16,2021-10-29,x,43088822,,
BR10,8229655,2021-10-26,2021-11-16,2021-11-11,x,35101221,,
BR10,7416909,2021-10-26,2021-11-16,2021-11-09,x,47017350,,
CN10,7705064,2021-10-26,2021-11-16,2021-11-03,x,30003467,,
CN10,7758145,2021-10-26,2021-11-16,2021-11-23,x,35101221,,
CN10,7640283,2021-10-26,2021-11-16,2021-11-05,x,50759436,,
BR10,7927991,2021-10-26,2021-11-16,2021-11-16,x,70920548,,
IN10,6451501,2021-10-26,2021-11-16,2021-11-12,x,30003467,,
JP11,5998968,2021-10-26,2021-11-16,2021-11-09,x,78411205,,
DE10,7604935,2021-10-26,2021-11-16,2021-11-18,x,48114031,,
DE10,6350331,2021-10-26,2021-11-16,2021-11-16,x,30003467,,
DE10,6205070,2021-10-26,2021-11-16,2021-11-11,x,78411205,,
DE10,9645495,2021-10-26,2021-11-16,2021-11-01,x,43088822,,
DE10,8945680,2021-10-26,2021-11-16,2021-11-11,x,74997556,,
DE10,6895733,2021-10-26,2021-11-16,2021-11-05,x,30002348,,
IN10,7214806,2021-10-26,2021-11-16,2021-11-15,x,50759436,2021-11-01,2021-11-08
DE10,8121380,2021-10-26,2021-11-16,2021-11-10,x,50759436,,
IN10,8664413,2021-10-26,2021-11-16,2021-11-08,x,43088822,,
DE10,6938596,2021-10-26,2021-11-16,2021-11-09,x,47017350,,
US10,5795711,2021-10-26,2021-11-16,2021-11-09,x,32519746,,
DE10,5837536,2021-10-26,2021-11-16,2021-11-19,x,38334498,,
US10,9110707,2021-10-26,2021-11-16,2021-10-27,x,30003467,,
US10,8175773,2021-10-26,2021-11-16,2021-10-29,x,30002348,,
CN10,6867890,2021-10-28,2021-11-18,2021-11-15,x,48114031,,
CN10,5756788,2021-10-18,2021-11-08,2021-11-01,x,30003467,,
CN10,5635630,2021-11-02,2021-11-23,2021-11-15,x,32519746,,
DE10,6757016,2021-11-02,2021-11-23,2021-11-24,x,32519746,,
DE10,8488283,2021-11-02,2021-11-23,2021-11-10,x,34702906,,
CN10,6899455,2021-11-02,2021-11-23,2021-11-10,x,50759436,,
IN10,6393817,2021-11-02,2021-11-23,2021-11-15,x,48114031,,
IN10,5380393,2021-10-19,2021-11-09,2021-10-28,x,30003467,,
IN10,5969982,2021-11-02,2021-11-23,2021-11-08,x,50759436,,
BR10,9313610,2021-11-02,2021-11-23,2021-11-09,x,53847241,,
CN10,7976964,2021-11-02,2021-11-23,2021-11-29,x,74997556,,
CN10,7666002,2021-11-02,2021-11-23,2021-12-06,x,30002348,,
DE10,7084916,2021-11-02,2021-11-23,2021-11-30,x,30003467,,
DE10,6341428,2021-11-02,2021-11-23,2021-11-05,x,50759436,,
BR10,4999979,2021-10-18,2021-11-08,2021-11-15,x,30002348,,
BR10,7370514,2021-11-02,2021-11-23,2021-11-08,x,43088822,,
US10,7493003,2021-11-02,2021-11-23,2021-11-05,x,55553693,,
US10,4978160,2021-11-02,2021-11-23,2021-11-11,x,30003467,,
CN10,5379503,2021-11-02,2021-11-23,2021-11-17,x,43088822,,
JP11,5110710,2021-11-02,2021-11-23,2021-11-23,x,48114031,,
BR10,6753116,2021-11-09,2021-11-30,2021-11-22,x,32519746,,
BR10,9699695,2021-11-09,2021-11-30,2021-11-18,x,43088822,,
BR10,8377306,2021-11-09,2021-11-30,2021-11-30,x,30002348,,
IN10,9715734,2021-11-04,2021-11-25,2021-12-09,x,30003467,,
IN10,7278215,2021-11-01,2021-11-22,2021-11-22,x,34702906,2021-11-08,2021-11-15
BR10,5266016,2021-11-09,2021-11-30,2021-11-25,x,35101221,,
CN10,9058320,2021-11-09,2021-11-30,2021-11-23,x,30003467,,
BR10,5517453,2021-11-09,2021-11-30,2021-11-26,x,30003467,,
IN10,8957915,2021-11-09,2021-11-30,2021-11-22,x,30002348,,
BR10,5122117,2021-11-09,2021-11-30,2021-11-19,x,50759436,,
IN10,6146768,2021-11-09,2021-11-30,2021-11-19,x,50759436,,
IN10,8629611,2021-11-02,2021-11-23,2021-11-16,x,43088822,,
IN10,9506216,2021-11-09,2021-11-30,2021-12-06,x,47017350,,
IN10,6776993,2021-11-04,2021-11-25,2021-11-29,x,74997556,,
IN10,7078388,2021-11-09,2021-11-30,2021-11-30,x,78411205,2021-11-16,2021-11-24
IN10,6674863,2021-11-09,2021-11-30,2021-11-25,x,35101221,2021-11-15,2021-11-17
CN10,5951343,2021-11-09,2021-11-30,2021-12-10,x,50759436,,
DE10,7580139,2021-11-09,2021-11-30,2021-11-29,x,30002348,2021-11-15,2021-11-23
DE10,8033268,2021-11-09,2021-11-30,2021-11-30,x,50759436,,
DE10,9116186,2021-11-09,2021-11-30,2021-11-16,x,43088822,,
DE10,8245014,2021-11-09,2021-11-30,2021-11-30,x,30003467,,
DE10,6122432,2021-11-09,2021-11-30,2021-11-15,x,49330617,,
JP11,7922980,2021-11-09,2021-11-30,2021-12-01,x,30002348,,
DE10,6141145,2021-11-09,2021-11-30,2021-11-24,x,34702906,,
JP11,6644232,2021-11-09,2021-11-30,2021-12-02,x,32952574,,
JP11,6401633,2021-11-09,2021-11-30,2021-11-29,x,38334498,2021-11-16,2021-11-26
US10,6903497,2021-11-09,2021-11-30,2021-11-24,x,30003467,2021-11-10,2021-11-15
JP11,7735067,2021-11-09,2021-11-30,2021-11-24,x,30003467,,
US10,8356810,2021-11-09,2021-11-30,2021-11-19,x,32519746,,
DE10,5189530,2021-11-09,2021-11-30,2021-11-16,x,48114031,,
DE10,9715854,2021-11-09,2021-11-30,2021-11-25,x,32952574,,
JP11,9336779,2021-11-09,2021-11-30,2021-11-16,x,74997556,,
BR10,8221051,2021-11-09,2021-11-30,2021-11-29,x,32952574,,
US10,8352698,2021-11-09,2021-11-30,2021-11-23,x,48114031,,
JP11,8156961,2021-11-09,2021-11-30,2021-11-11,x,48114031,,
DE10,9202697,2021-11-09,2021-11-30,2021-11-29,x,38334498,,
JP11,7081720,2021-11-09,2021-11-30,2021-11-17,x,43088822,,
IN10,6868191,2021-11-15,2021-12-06,2021-12-03,x,30002348,,
IN10,7409933,2021-11-15,2021-12-06,2021-11-29,x,43088822,,
CN10,6915962,2021-11-08,2021-11-29,2021-12-01,x,50759436,2021-11-15,2021-11-22
DE10,7969030,2021-11-15,2021-12-06,2021-11-30,x,48114031,,
DE10,5048920,2021-11-15,2021-12-06,2021-11-19,x,78411205,,
DE10,9045494,2021-11-15,2021-12-06,2021-11-22,x,50759436,,
DE10,6850966,2021-11-15,2021-12-06,2021-11-24,x,35101221,,
DE10,9036340,2021-11-15,2021-12-06,2021-11-30,x,47017350,,
DE10,6602234,2021-11-15,2021-12-06,2021-12-02,x,30003467,,
DE10,7560513,2021-11-15,2021-12-06,2021-12-06,x,30002348,,
DE10,8589000,2021-11-15,2021-12-06,2021-11-30,x,32952574,,
DE10,8684985,2021-11-15,2021-12-06,2021-11-19,x,38334498,,
IN10,9477127,2021-11-08,2021-11-29,2021-11-16,x,78411205,,
IN10,7482162,2021-11-15,2021-12-06,2021-12-07,x,32519746,,
US10,8554457,2021-11-15,2021-12-06,2021-11-16,x,35101221,,
US10,8508726,2021-11-15,2021-12-06,2021-12-08,x,30003467,,
BR10,7957704,2021-11-15,2021-12-06,2021-11-29,x,47017350,,
US10,8251305,2021-11-15,2021-12-06,2021-12-14,x,47017350,,
US10,7929885,2021-11-08,2021-11-29,2021-11-15,x,53847241,,
BR10,7172499,2021-11-15,2021-12-06,2021-11-30,x,30002348,,
BR10,6972365,2021-11-15,2021-12-06,2021-11-26,x,70920548,,
BR10,7821084,2021-11-15,2021-12-06,2021-11-29,x,41420829,,
BR10,8722065,2021-11-15,2021-12-06,2021-11-18,x,78411205,,
CN10,6399219,2021-11-08,2021-11-29,2021-11-29,x,43088822,,
CN10,9186306,2021-11-15,2021-12-06,2021-12-06,x,35101221,,
US10,8953488,2021-11-15,2021-12-06,2021-11-23,x,78411205,,
US10,5790269,2021-11-15,2021-12-06,2021-11-23,x,55553693,,
IN10,5308773,2021-11-15,2021-12-06,2021-12-13,x,30003467,2021-11-25,2021-12-01
JP11,5860958,2021-11-15,2021-12-06,2021-12-13,x,50759436,2021-11-24,2021-12-02
JP11,7002004,2021-11-15,2021-12-06,2021-11-18,x,53847241,,
JP11,6926180,2021-11-15,2021-12-06,2021-11-26,x,30003467,,
JP11,6194578,2021-11-15,2021-12-06,2021-11-24,x,35101221,,
JP11,5114311,2021-11-15,2021-12-06,2021-11-25,x,30002348,,
JP11,8242201,2021-11-15,2021-12-06,2021-12-16,x,78411205,,
JP11,5832993,2021-11-15,2021-12-06,2021-11-19,x,34702906,,
JP11,8243852,2021-11-15,2021-12-06,2021-11-29,x,70920548,,
JP11,4991340,2021-11-15,2021-12-06,2021-11-26,x,48114031,,
US10,6805895,2021-11-15,2021-12-06,2021-11-18,x,48114031,,
US10,9044650,2021-11-15,2021-12-06,2021-11-19,x,50759436,,
US10,8817613,2021-11-15,2021-12-06,2021-11-29,x,41420829,,
US10,7866983,2021-11-15,2021-12-06,2021-11-22,x,30002348,,
US10,8753956,2021-11-15,2021-12-06,2021-11-25,x,32519746,,
BR10,6471863,2021-11-17,2021-12-08,2021-11-25,x,34702906,,
BR10,7024526,2021-11-22,2021-12-13,2021-11-23,x,30003467,,
BR10,9130556,2021-11-22,2021-12-13,2021-12-06,x,78411205,,
BR10,7844664,2021-11-22,2021-12-13,2021-11-30,x,30002348,,
CN10,7408155,2021-11-22,2021-12-13,2021-11-26,x,30002348,,
CN10,6744105,2021-11-22,2021-12-13,2021-11-30,x,32519746,,
CN10,9400301,2021-11-15,2021-12-06,2021-11-22,x,50759436,,
BR10,8848278,2021-11-22,2021-12-13,2021-12-06,x,53847241,,
US10,6148380,2021-11-22,2021-12-13,2021-12-09,x,30003467,,
US10,5638121,2021-11-22,2021-12-13,2021-12-08,x,47017350,,
US10,9204576,2021-11-22,2021-12-13,2021-11-29,x,78411205,,
US10,5750819,2021-11-22,2021-12-13,2021-11-26,x,74997556,,
US10,8817405,2021-11-15,2021-12-06,2021-11-29,x,35101221,,
CN10,7567249,2021-11-22,2021-12-13,2021-12-15,x,30003467,2021-11-29,2021-12-08
DE10,5003607,2021-11-22,2021-12-13,2021-12-15,x,30002348,,
BR10,5654746,2021-11-22,2021-12-13,2021-11-30,x,74997556,,
IN10,7319711,2021-11-22,2021-12-13,2021-12-16,x,38334498,,
IN10,9315039,2021-11-22,2021-12-13,2021-12-02,x,41420829,,
JP11,9482693,2021-11-22,2021-12-13,2021-12-06,x,41420829,,
BR10,7346864,2021-11-22,2021-12-13,2021-12-07,x,48114031,,
JP11,7283983,2021-11-22,2021-12-13,2021-12-20,x,32519746,,
JP11,6893784,2021-11-22,2021-12-13,2021-11-26,x,55553693,,
JP11,6452642,2021-11-22,2021-12-13,2021-12-15,x,70920548,,
JP11,9205697,2021-11-22,2021-12-13,2021-12-08,x,48114031,,
JP11,7990117,2021-11-22,2021-12-13,2021-12-09,x,50759436,2021-11-26,2021-11-29
DE10,7268762,2021-11-22,2021-12-13,2021-11-23,x,50759436,,
DE10,7027415,2021-11-22,2021-12-13,2021-12-09,x,30003467,,
JP11,6958957,2021-11-22,2021-12-13,2021-11-25,x,38334498,,
IN10,6328458,2021-11-22,2021-12-13,2021-11-30,x,35101221,,
CN10,5144471,2021-11-29,2021-12-20,2021-12-16,x,30003467,,
CN10,9056262,2021-11-29,2021-12-20,2021-12-17,x,48114031,,
CN10,7451763,2021-11-22,2021-12-13,2021-11-23,x,35101221,,
CN10,8682301,2021-11-29,2021-12-20,2021-12-15,x,30002348,,
CN10,5876688,2021-11-18,2021-12-09,2021-11-19,x,73419740,,
US10,5977069,2021-11-29,2021-12-20,2021-12-10,x,30003467,,
US10,6808359,2021-11-29,2021-12-20,2021-12-13,x,53847241,,
US10,5516101,2021-11-29,2021-12-20,2021-12-13,x,73419740,,
CN10,8402535,2021-11-29,2021-12-20,2021-12-14,x,74997556,,
US10,8099585,2021-11-29,2021-12-20,2021-12-13,x,43088822,,
US10,7571305,2021-11-29,2021-12-20,2021-12-13,x,30002348,,
JP11,5398960,2021-11-29,2021-12-20,2021-12-15,x,30002348,,
JP11,9578045,2021-11-29,2021-12-20,2021-12-06,x,30003467,,
DE10,9478388,2021-11-29,2021-12-20,2021-12-16,x,32519746,,
DE10,8973032,2021-11-29,2021-12-20,2021-12-23,x,48114031,,
CN10,6814442,2021-11-29,2021-12-20,2021-12-08,x,78411205,,
IN10,7799295,2021-11-29,2021-12-20,2021-12-17,x,74997556,,
IN10,7487696,2021-11-29,2021-12-20,2021-12-13,x,53847241,,
IN10,5327066,2021-11-15,2021-12-06,2021-12-06,x,32519746,2021-11-22,2021-11-29
IN10,9046484,2021-11-29,2021-12-20,2021-12-15,x,30002348,,
BR10,9483107,2021-11-29,2021-12-20,2021-12-08,x,30002348,,
IN10,8371854,2021-11-29,2021-12-20,2021-12-06,x,30003467,,
BR10,7574900,2021-11-29,2021-12-20,2021-12-16,x,53847241,,
BR10,8600588,2021-11-29,2021-12-20,2021-12-10,x,35101221,,
DE10,6128284,2021-11-29,2021-12-20,2021-12-21,x,30002348,,
BR10,8411108,2021-11-29,2021-12-20,2021-12-02,x,55553693,,
BR10,8534042,2021-11-29,2021-12-20,2021-12-17,x,74997556,,
BR10,7947594,2021-11-29,2021-12-20,2021-12-13,x,34702906,,
BR10,7646755,2021-11-29,2021-12-20,2021-12-15,x,43088822,,
BR10,9195902,2021-11-29,2021-12-20,2021-12-20,x,78411205,,
US10,9655984,2021-12-06,2021-12-27,2021-12-14,x,30003467,,
US10,7043918,2021-12-06,2021-12-27,2021-12-17,x,55553693,,
US10,6377367,2021-12-06,2021-12-27,2021-12-17,x,32519746,,
US10,8162893,2021-12-06,2021-12-27,2021-12-08,x,34702906,,
US10,8524518,2021-12-06,2021-12-27,2021-12-17,x,30002348,,
CN10,6960350,2021-11-26,2021-12-17,2021-12-20,x,30003467,,
CN10,7815846,2021-12-06,2021-12-27,2021-12-23,x,74997556,2021-12-13,2021-12-15
CN10,9327326,2021-12-01,2021-12-22,2021-12-08,x,78411205,,
US10,9178555,2021-12-06,2021-12-27,2021-12-15,x,49330617,,
US10,6439948,2021-12-06,2021-12-27,2021-12-10,x,41420829,,
IN10,5507757,2021-11-22,2021-12-13,2021-12-13,x,43088822,,
BR10,9716868,2021-12-06,2021-12-27,2021-12-27,x,78411205,2021-12-15,2021-12-17
BR10,8060205,2021-12-06,2021-12-27,2021-12-20,x,30002348,,
DE10,6735225,2021-12-06,2021-12-27,2021-12-20,x,30003467,,
DE10,6126044,2021-12-06,2021-12-27,2021-12-17,x,53847241,,
JP11,5796300,2021-12-06,2021-12-27,2021-12-08,x,30003467,,
IN10,9344347,2021-11-17,2021-12-08,2021-11-22,x,74997556,,
IN10,7013919,2021-12-06,2021-12-27,2021-12-09,x,78411205,,
DE10,9512847,2021-12-06,2021-12-27,2021-12-30,x,30002348,,
BR10,7514881,2021-12-06,2021-12-27,2021-12-22,x,50759436,,
JP11,5185885,2021-12-06,2021-12-27,2021-12-30,x,78411205,,
JP11,6257305,2021-12-15,2022-01-05,2022-01-05,x,30003467,,
US10,9095232,2021-12-15,2022-01-05,2022-01-04,x,53847241,,
US10,6538419,2021-12-15,2022-01-05,2021-12-24,x,30003467,,
US10,7502137,2021-12-15,2022-01-05,2022-01-05,x,30002348,,
US10,6674316,2021-12-15,2022-01-05,2022-01-12,x,35101221,,
DE10,7881442,2021-12-15,2022-01-05,2021-12-28,x,30002348,,
BR10,5640703,2021-12-15,2022-01-05,2022-01-07,x,30002348,,
JP11,7329024,2021-12-15,2022-01-05,2021-12-30,x,30002348,,
BR10,8758392,2021-12-15,2022-01-05,2022-01-10,x,50759436,,
JP11,7945159,2021-12-15,2022-01-05,2022-01-05,x,32519746,,
BR10,8563884,2021-12-15,2022-01-05,2022-01-11,x,78411205,,
BR10,8189966,2021-12-15,2022-01-05,2021-12-20,x,30003467,,
JP11,8308480,2021-12-15,2022-01-05,2021-12-24,x,55553693,,
JP11,5396201,2021-12-15,2022-01-05,2021-12-20,x,35101221,,
DE10,7015103,2021-12-15,2022-01-05,2022-01-05,x,34702906,,
IN10,7102782,2021-12-15,2022-01-05,2021-12-28,x,30002348,,
IN10,9422346,2021-11-29,2021-12-20,2021-12-06,x,53847241,,
JP11,6931774,2021-12-15,2022-01-05,2021-12-21,x,48114031,,
IN10,7564336,2021-12-15,2022-01-05,2021-12-29,x,30003467,,
IN10,5175182,2021-12-15,2022-01-05,2021-12-28,x,32519746,,
IN10,5021940,2021-12-15,2022-01-05,2022-01-10,x,78411205,,
JP11,5952385,2021-12-22,2022-01-12,2022-01-07,x,30003467,,
JP11,7496963,2021-12-07,2021-12-28,2021-12-27,x,32519746,2021-12-13,2021-12-20
US10,6996553,2021-12-22,2022-01-12,2022-01-07,x,30002348,,
IN10,9314053,2021-12-22,2022-01-12,2022-01-17,x,74997556,,
IN10,6273315,2021-12-06,2021-12-27,2022-01-03,x,35101221,,
DE10,6670733,2021-12-22,2022-01-12,2022-01-10,x,41420829,,
IN10,5813117,2021-12-16,2022-01-06,2022-01-04,x,53847241,2021-12-21,2021-12-30
IN10,5620127,2021-12-22,2022-01-12,2021-12-28,x,78411205,,
DE10,9350427,2021-12-22,2022-01-12,2022-01-06,x,34702906,,
JP11,7495499,2021-12-22,2022-01-12,2021-12-28,x,38334498,,
IN10,7247878,2021-12-22,2022-01-12,2022-01-11,x,73419740,,
IN10,8750378,2021-12-22,2022-01-12,2022-01-06,x,32952574,,
DE10,8314359,2021-12-22,2022-01-12,2022-01-04,x,32952574,,
IN10,7704964,2021-12-22,2022-01-12,2022-01-10,x,43088822,,
JP11,8529900,2021-12-22,2022-01-12,2022-01-18,x,34702906,,
CN10,8480124,2021-12-22,2022-01-12,2022-01-07,x,48114031,,
CN10,6891323,2021-12-22,2022-01-12,2021-12-31,x,43088822,,
US10,8552460,2021-12-22,2022-01-12,2022-01-03,x,30003467,,
CN10,7224277,2021-12-22,2022-01-12,2022-01-03,x,30002348,2021-12-24,2021-12-27
US10,6000380,2021-12-22,2022-01-12,2022-01-11,x,48114031,,
US10,8454135,2021-12-22,2022-01-12,2021-12-24,x,41420829,,
US10,6351853,2021-12-22,2022-01-12,2022-01-11,x,70920548,,
US10,7478715,2021-12-22,2022-01-12,2022-01-04,x,47017350,,
US10,8153000,2021-12-22,2022-01-12,2022-01-03,x,50759436,,
US10,5444633,2021-12-22,2022-01-12,2022-01-07,x,55553693,,
JP11,5594798,2021-12-22,2022-01-12,2021-12-31,x,53847241,,
JP11,8888906,2021-12-22,2022-01-12,2022-01-11,x,30002348,,
BR10,9664181,2021-12-22,2022-01-12,2022-01-26,x,43088822,,
BR10,9733206,2021-12-22,2022-01-12,2022-01-14,x,30002348,,
JP11,6098921,2021-12-22,2022-01-12,2021-12-31,x,43088822,,
US10,5123101,2021-12-27,2022-01-17,2022-01-10,x,30003467,,
US10,7839918,2021-12-27,2022-01-17,2022-01-11,x,41420829,,
US10,8411399,2021-12-27,2022-01-17,2022-01-06,x,30002348,,
US10,8574526,2021-12-27,2022-01-17,2021-12-31,x,48114031,,
JP11,9077058,2021-12-27,2022-01-17,2022-01-06,x,30002348,,
JP11,7839268,2021-12-27,2022-01-17,2022-01-17,x,50759436,2021-12-30,2022-01-07
JP11,8190686,2021-12-07,2021-12-28,2021-12-22,x,78411205,2021-12-13,2021-12-20
JP11,7838460,2021-12-27,2022-01-17,2022-01-10,x,48114031,,
JP11,6244899,2021-12-27,2022-01-17,2022-01-07,x,70920548,,
JP11,6235332,2021-12-27,2022-01-17,2022-01-04,x,35101221,,
JP11,5764818,2021-12-27,2022-01-17,2021-12-30,x,49330617,,
JP11,9508265,2021-12-27,2022-01-17,2022-01-11,x,32519746,,
IN10,8755620,2021-12-27,2022-01-17,2021-12-31,x,35101221,,
IN10,8591007,2021-12-27,2022-01-17,2021-12-31,x,74997556,,
IN10,5923713,2021-12-27,2022-01-17,2022-01-14,x,32952574,,
IN10,7665757,2021-12-27,2022-01-17,2022-01-10,x,30003467,,
IN10,9726924,2021-12-27,2022-01-17,2022-01-13,x,50759436,,
CN10,6865047,2021-12-27,2022-01-17,2022-01-17,x,50759436,2022-01-04,2022-01-10
CN10,8119987,2021-12-27,2022-01-17,2022-01-11,x,30003467,,
CN10,7364184,2021-12-27,2022-01-17,2022-01-06,x,43088822,,
CN10,7978669,2021-12-10,2021-12-31,2021-12-20,x,49330617,,
CN10,6268433,2021-12-27,2022-01-17,2022-01-03,x,30002348,,
BR10,6333318,2021-12-27,2022-01-17,2022-01-24,x,30002348,2022-01-06,2022-01-13
BR10,7173604,2021-12-27,2022-01-17,2022-01-11,x,38334498,,
BR10,6376509,2021-12-27,2022-01-17,2022-01-14,x,30003467,,
BR10,7450854,2021-12-27,2022-01-17,2021-12-30,x,73419740,,
BR10,6583657,2021-12-27,2022-01-17,2022-01-10,x,32519746,,
BR10,7055651,2021-12-27,2022-01-17,2021-12-31,x,35101221,,
BR10,7569246,2021-12-27,2022-01-17,2022-01-28,x,41420829,,
BR10,8944398,2021-12-27,2022-01-17,2022-01-14,x,50759436,,
IN10,6683676,2021-12-15,2022-01-05,2021-12-24,x,34702906,,
IN10,9615810,2021-12-27,2022-01-17,2022-01-13,x,30002348,2022-01-03,2022-01-10
